audit_id,relation,predicate_family,geometry_projection_path,pass_v1_label,pass_v2_label,triggers,adjudicated_label,adjudication_reason,adjudicator_id,adjudicated_at
PV-0260,floor --lower than--> bag,relative_vertical,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0260.png,ambiguous,ambiguous,low_confidence;ambiguous_or_unobservable,ambiguous,Mandatory evidence-only adjudication confirmed the agreed four-class proxy label.,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0262,decoration --standing on--> shelf,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0262.png,physically_invalid,ambiguous,label_disagreement;low_confidence;ambiguous_or_unobservable,physically_invalid,the decoration is separated from the shelf without visible standing contact,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0263,cleanser --close by--> washing machine,proximity,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0263.png,physically_invalid,ambiguous,label_disagreement;low_confidence;ambiguous_or_unobservable,ambiguous,the cleanser-washing-machine distance is near a scale- and context-dependent boundary,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0277,chair --higher than--> chair,relative_vertical,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0277.png,ambiguous,ambiguous,low_confidence;ambiguous_or_unobservable,ambiguous,Mandatory evidence-only adjudication confirmed the agreed four-class proxy label.,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0279,kitchen cabinet --standing on--> wall,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0279.png,ambiguous,ambiguous,low_confidence;ambiguous_or_unobservable,ambiguous,Mandatory evidence-only adjudication confirmed the agreed four-class proxy label.,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0280,clutter --supported by--> wall,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0280.png,ambiguous,ambiguous,low_confidence;ambiguous_or_unobservable,ambiguous,Mandatory evidence-only adjudication confirmed the agreed four-class proxy label.,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0282,clothes dryer --standing on--> shelf,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0282.png,physically_invalid,ambiguous,label_disagreement;low_confidence;ambiguous_or_unobservable,physically_invalid,the clothes dryer lacks visible standing contact with the shelf,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0283,wall --supported by--> pillow,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0283.png,ambiguous,ambiguous,low_confidence;ambiguous_or_unobservable,physically_invalid,the wall is separated from and not supported by the pillow,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0284,chair --supported by--> plant,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0284.png,ambiguous,ambiguous,low_confidence;ambiguous_or_unobservable,ambiguous,Mandatory evidence-only adjudication confirmed the agreed four-class proxy label.,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0288,couch --lower than--> floor,relative_vertical,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0288.png,ambiguous,ambiguous,low_confidence;ambiguous_or_unobservable,physically_invalid,the couch is visibly above rather than lower than the floor,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0290,fireplace --supported by--> wall,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0290.png,ambiguous,ambiguous,low_confidence;ambiguous_or_unobservable,ambiguous,Mandatory evidence-only adjudication confirmed the agreed four-class proxy label.,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0294,wall --close by--> decoration,proximity,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0294.png,unobservable,unobservable,low_confidence;ambiguous_or_unobservable,unobservable,Mandatory evidence-only adjudication confirmed the agreed four-class proxy label.,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0297,floor --standing on--> shower curtain,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0297.png,ambiguous,ambiguous,low_confidence;ambiguous_or_unobservable,physically_invalid,the floor lies below the shower curtain and does not stand on it,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0298,trash can --standing on--> floor,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0298.png,ambiguous,physically_valid,label_disagreement;low_confidence;ambiguous_or_unobservable,physically_valid,the trash can has a clear upright floor-support configuration,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0308,box --lower than--> box,relative_vertical,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0308.png,ambiguous,ambiguous,low_confidence;ambiguous_or_unobservable,ambiguous,Mandatory evidence-only adjudication confirmed the agreed four-class proxy label.,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0309,ceiling --supported by--> floor,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0309.png,ambiguous,ambiguous,low_confidence;ambiguous_or_unobservable,physically_invalid,the ceiling is vertically separated from and not supported by the floor,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0311,pillow --higher than--> table,relative_vertical,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0311.png,ambiguous,ambiguous,low_confidence;ambiguous_or_unobservable,ambiguous,Mandatory evidence-only adjudication confirmed the agreed four-class proxy label.,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0312,ottoman --lower than--> armchair,relative_vertical,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0312.png,ambiguous,ambiguous,low_confidence;ambiguous_or_unobservable,ambiguous,Mandatory evidence-only adjudication confirmed the agreed four-class proxy label.,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0315,plant --supported by--> floor,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0315.png,ambiguous,ambiguous,low_confidence;ambiguous_or_unobservable,ambiguous,Mandatory evidence-only adjudication confirmed the agreed four-class proxy label.,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0319,shelf --close by--> shelf,proximity,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0319.png,physically_valid,ambiguous,label_disagreement;low_confidence;ambiguous_or_unobservable,ambiguous,the two shelf instances are separated near a context-dependent close-by boundary,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0323,sink --standing on--> floor,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0323.png,ambiguous,ambiguous,low_confidence;ambiguous_or_unobservable,physically_invalid,the sink is visibly separated above the floor without standing contact,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0329,floor --higher than--> sofa,relative_vertical,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0329.png,ambiguous,ambiguous,low_confidence;ambiguous_or_unobservable,physically_invalid,the floor is visibly below rather than higher than the sofa,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0333,floor --lower than--> pillow,relative_vertical,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0333.png,ambiguous,ambiguous,low_confidence;ambiguous_or_unobservable,ambiguous,Mandatory evidence-only adjudication confirmed the agreed four-class proxy label.,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0338,pillow --standing on--> blanket,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0338.png,ambiguous,physically_valid,label_disagreement;low_confidence;ambiguous_or_unobservable,ambiguous,pillow-blanket contact is plausible but a standing pose is not identifiable,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0344,tv stand --supported by--> curtain,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0344.png,ambiguous,ambiguous,low_confidence;ambiguous_or_unobservable,physically_invalid,the television stand is not supported by the curtain,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0347,wall --close by--> towel,proximity,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0347.png,physically_valid,ambiguous,label_disagreement;low_confidence;ambiguous_or_unobservable,physically_valid,the towel is adjacent to the wall with negligible relative separation,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0350,pillow --lying on--> pillow,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0350.png,ambiguous,ambiguous,low_confidence;ambiguous_or_unobservable,ambiguous,Mandatory evidence-only adjudication confirmed the agreed four-class proxy label.,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0351,plant --lying on--> fireplace,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0351.png,ambiguous,ambiguous,low_confidence;ambiguous_or_unobservable,physically_invalid,the plant is upright above the fireplace rather than lying on it,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0352,folder --close by--> box,proximity,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0352.png,physically_valid,ambiguous,label_disagreement;low_confidence;ambiguous_or_unobservable,ambiguous,sparse reconstruction leaves the folder-box close-by boundary indeterminate,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0356,plant --lower than--> item,relative_vertical,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0356.png,ambiguous,ambiguous,low_confidence;ambiguous_or_unobservable,ambiguous,Mandatory evidence-only adjudication confirmed the agreed four-class proxy label.,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0357,wall --lower than--> wardrobe,relative_vertical,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0357.png,ambiguous,ambiguous,low_confidence;ambiguous_or_unobservable,ambiguous,Mandatory evidence-only adjudication confirmed the agreed four-class proxy label.,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0361,shower wall --supported by--> lamp,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0361.png,physically_invalid,ambiguous,label_disagreement;low_confidence;ambiguous_or_unobservable,physically_invalid,the lamp does not visibly support the shower wall,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0363,doorframe --standing on--> ceiling,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0363.png,ambiguous,ambiguous,low_confidence;ambiguous_or_unobservable,physically_invalid,the doorframe is below and separated from the ceiling rather than standing on it,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0364,light --lower than--> plant,relative_vertical,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0364.png,ambiguous,ambiguous,low_confidence;ambiguous_or_unobservable,physically_invalid,the light is visibly above rather than lower than the plant,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0365,couch --higher than--> table,relative_vertical,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0365.png,ambiguous,ambiguous,low_confidence;ambiguous_or_unobservable,ambiguous,Mandatory evidence-only adjudication confirmed the agreed four-class proxy label.,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0368,pillow --lying on--> floor,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0368.png,physically_invalid,ambiguous,label_disagreement;low_confidence;ambiguous_or_unobservable,physically_invalid,the pillow is visibly separated above the floor rather than lying on it,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0369,ceiling --standing on--> wall,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0369.png,ambiguous,physically_invalid,label_disagreement;low_confidence;ambiguous_or_unobservable,physically_invalid,the ceiling-wall configuration does not support the stated standing-on predicate,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0372,floor --lying on--> dining chair,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0372.png,ambiguous,physically_valid,label_disagreement;low_confidence;ambiguous_or_unobservable,physically_invalid,the chair is supported by the floor; the stated inverse lying relation is contradicted,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0378,plant --supported by--> wall,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0378.png,physically_invalid,ambiguous,label_disagreement;low_confidence;ambiguous_or_unobservable,ambiguous,possible wall attachment cannot be distinguished from separation in the available views,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0379,decoration --supported by--> cabinet,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0379.png,ambiguous,ambiguous,low_confidence;ambiguous_or_unobservable,ambiguous,Mandatory evidence-only adjudication confirmed the agreed four-class proxy label.,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0387,wall --lying on--> sink,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0387.png,physically_invalid,ambiguous,label_disagreement;low_confidence;ambiguous_or_unobservable,physically_invalid,the wall is not visibly lying on the sink,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0388,plant --close by--> floor,proximity,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0388.png,physically_valid,ambiguous,label_disagreement;low_confidence;ambiguous_or_unobservable,physically_valid,the plant is in direct proximity to the floor surface,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0396,bed --supported by--> picture,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0396.png,ambiguous,ambiguous,low_confidence;ambiguous_or_unobservable,physically_invalid,the bed is not supported by the small separated picture instance,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0401,picture --supported by--> picture,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0401.png,ambiguous,ambiguous,low_confidence;ambiguous_or_unobservable,ambiguous,Mandatory evidence-only adjudication confirmed the agreed four-class proxy label.,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0405,stool --supported by--> plant,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0405.png,ambiguous,ambiguous,low_confidence;ambiguous_or_unobservable,physically_invalid,the stool is not supported by the plant in the visible geometry,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0408,floor --lower than--> curtain,relative_vertical,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0408.png,physically_valid,ambiguous,label_disagreement;low_confidence;ambiguous_or_unobservable,physically_valid,the floor is visibly below the curtain,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0415,lamp --lying on--> wall,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0415.png,ambiguous,physically_valid,label_disagreement;low_confidence;ambiguous_or_unobservable,ambiguous,"the lamp is adjacent to or attached to the wall, but lying-on semantics are indeterminate",codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0416,cabinet --close by--> cushion,proximity,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0416.png,ambiguous,ambiguous,low_confidence;ambiguous_or_unobservable,ambiguous,Mandatory evidence-only adjudication confirmed the agreed four-class proxy label.,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0421,bath cabinet --close by--> bath cabinet,proximity,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0421.png,physically_valid,ambiguous,label_disagreement;low_confidence;ambiguous_or_unobservable,physically_valid,the two bath-cabinet instances are visibly adjacent,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0424,sink --supported by--> wall,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0424.png,ambiguous,ambiguous,low_confidence;ambiguous_or_unobservable,ambiguous,Mandatory evidence-only adjudication confirmed the agreed four-class proxy label.,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0426,menu --standing on--> table,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0426.png,ambiguous,ambiguous,low_confidence;ambiguous_or_unobservable,ambiguous,Mandatory evidence-only adjudication confirmed the agreed four-class proxy label.,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0428,clutter --close by--> floor,proximity,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0428.png,ambiguous,physically_invalid,label_disagreement;low_confidence;ambiguous_or_unobservable,ambiguous,segmentation and relative separation make clutter-close-by-floor indeterminate,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0430,chair --lying on--> floor,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0430.png,ambiguous,ambiguous,low_confidence;ambiguous_or_unobservable,physically_invalid,the chair is upright on the floor rather than lying on it,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0432,cabinet --higher than--> sink,relative_vertical,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0432.png,ambiguous,ambiguous,low_confidence;ambiguous_or_unobservable,ambiguous,Mandatory evidence-only adjudication confirmed the agreed four-class proxy label.,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0433,floor --lower than--> radiator,relative_vertical,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0433.png,physically_valid,ambiguous,label_disagreement;low_confidence;ambiguous_or_unobservable,physically_valid,the floor is visibly below the radiator,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0434,floor --standing on--> cabinet,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0434.png,ambiguous,physically_invalid,label_disagreement;low_confidence;ambiguous_or_unobservable,physically_invalid,the cabinet stands on the floor; the stated inverse standing direction is contradicted,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0436,floor --lying on--> blanket,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0436.png,ambiguous,physically_valid,label_disagreement;low_confidence;ambiguous_or_unobservable,physically_invalid,the blanket lies on the floor; the stated inverse lying direction is contradicted,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0438,wall --lower than--> kitchen cabinet,relative_vertical,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0438.png,ambiguous,ambiguous,low_confidence;ambiguous_or_unobservable,ambiguous,Mandatory evidence-only adjudication confirmed the agreed four-class proxy label.,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0439,shelf --standing on--> shower wall,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0439.png,ambiguous,ambiguous,low_confidence;ambiguous_or_unobservable,ambiguous,Mandatory evidence-only adjudication confirmed the agreed four-class proxy label.,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0447,lamp --standing on--> bench,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0447.png,physically_invalid,ambiguous,label_disagreement;low_confidence;ambiguous_or_unobservable,physically_invalid,the lamp instances are separated above the bench without visible support contact,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0449,object --standing on--> tv,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0449.png,ambiguous,ambiguous,low_confidence;ambiguous_or_unobservable,ambiguous,Mandatory evidence-only adjudication confirmed the agreed four-class proxy label.,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0455,couch --higher than--> cushion,relative_vertical,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0455.png,ambiguous,ambiguous,low_confidence;ambiguous_or_unobservable,ambiguous,Mandatory evidence-only adjudication confirmed the agreed four-class proxy label.,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0457,cushion --lying on--> floor,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0457.png,ambiguous,ambiguous,low_confidence;ambiguous_or_unobservable,ambiguous,Mandatory evidence-only adjudication confirmed the agreed four-class proxy label.,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0460,table --close by--> wall,proximity,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0460.png,physically_valid,ambiguous,label_disagreement;low_confidence;ambiguous_or_unobservable,physically_valid,the table is visibly adjacent to the wall,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0462,floor --standing on--> sink,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0462.png,ambiguous,ambiguous,low_confidence;ambiguous_or_unobservable,physically_invalid,the floor lies below the sink and does not stand on it,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0466,wall --lying on--> floor,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0466.png,physically_invalid,ambiguous,label_disagreement;low_confidence;ambiguous_or_unobservable,physically_invalid,the wall is vertically oriented rather than lying on the floor,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0468,chair --close by--> chair,proximity,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0468.png,ambiguous,ambiguous,low_confidence;ambiguous_or_unobservable,ambiguous,Mandatory evidence-only adjudication confirmed the agreed four-class proxy label.,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0475,object --lying on--> box,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0475.png,ambiguous,ambiguous,low_confidence;ambiguous_or_unobservable,ambiguous,Mandatory evidence-only adjudication confirmed the agreed four-class proxy label.,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0478,doorframe --close by--> cleanser,proximity,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0478.png,ambiguous,physically_invalid,label_disagreement;low_confidence;ambiguous_or_unobservable,physically_invalid,the cleanser is separated from the doorframe relative to its extent,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0480,wall --close by--> wall,proximity,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0480.png,physically_valid,ambiguous,label_disagreement;low_confidence;ambiguous_or_unobservable,physically_valid,the two wall instances are adjacent/intersecting in the visible geometry,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0487,wall --higher than--> wall,relative_vertical,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0487.png,ambiguous,ambiguous,low_confidence;ambiguous_or_unobservable,ambiguous,Mandatory evidence-only adjudication confirmed the agreed four-class proxy label.,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
