audit_id,relation,predicate_label,predicate_family,rgb_pair_crop_path,geometry_projection_path,pair_ply_path,physical_validity_label,confidence,primary_reason_code,evidence_sufficient,decision_basis,notes,reviewer_id,reviewed_at
PV-0118,scale --supported by--> floor,supported by,support_contact,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0118.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0118.ply,ambiguous,low,predicate_semantically_underspecified,true,evidence_only_visual_adjudication,Mandatory evidence-only adjudication confirmed the agreed four-class proxy label.,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0119,table --close by--> plant,close by,proximity,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0119.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0119.ply,physically_invalid,high,distance_inconsistent,true,exact_two_pass_agreement,Both independently locked Codex blind passes selected the same four-class label.,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0120,heater --higher than--> ceiling,higher than,relative_vertical,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0120.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0120.ply,physically_invalid,high,vertical_order_inconsistent,true,exact_two_pass_agreement,Both independently locked Codex blind passes selected the same four-class label.,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0121,lamp --close by--> chair,close by,proximity,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0121.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0121.ply,physically_valid,medium,geometry_supports_relation,true,exact_two_pass_agreement,Both independently locked Codex blind passes selected the same four-class label.,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0122,picture --close by--> picture,close by,proximity,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0122.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0122.ply,physically_valid,medium,geometry_supports_relation,true,exact_two_pass_agreement,Both independently locked Codex blind passes selected the same four-class label.,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0123,doorframe --standing on--> floor,standing on,support_contact,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0123.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0123.ply,physically_valid,high,geometry_supports_relation,true,exact_two_pass_agreement,Both independently locked Codex blind passes selected the same four-class label.,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0124,kitchen cabinet --standing on--> soap dish,standing on,support_contact,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0124.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0124.ply,physically_invalid,medium,contact_or_support_missing,true,exact_two_pass_agreement,Both independently locked Codex blind passes selected the same four-class label.,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0125,wall --close by--> toilet,close by,proximity,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0125.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0125.ply,physically_invalid,medium,distance_inconsistent,true,exact_two_pass_agreement,Both independently locked Codex blind passes selected the same four-class label.,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0126,clutter --higher than--> wall,higher than,relative_vertical,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0126.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0126.ply,ambiguous,low,predicate_semantically_underspecified,true,evidence_only_visual_adjudication,Mandatory evidence-only adjudication confirmed the agreed four-class proxy label.,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0127,towel --lower than--> recycle bin,lower than,relative_vertical,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0127.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0127.ply,physically_invalid,high,vertical_order_inconsistent,true,exact_two_pass_agreement,Both independently locked Codex blind passes selected the same four-class label.,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0128,trashcan --close by--> floor,close by,proximity,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0128.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0128.ply,physically_valid,high,geometry_supports_relation,true,exact_two_pass_agreement,Both independently locked Codex blind passes selected the same four-class label.,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0129,plant --higher than--> chair,higher than,relative_vertical,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0129.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0129.ply,physically_valid,medium,geometry_supports_relation,true,exact_two_pass_agreement,Both independently locked Codex blind passes selected the same four-class label.,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0130,ceiling --supported by--> wall,supported by,support_contact,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0130.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0130.ply,physically_valid,high,geometry_supports_relation,true,exact_two_pass_agreement,Both independently locked Codex blind passes selected the same four-class label.,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0131,curtain --lower than--> wall,lower than,relative_vertical,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0131.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0131.ply,physically_valid,medium,geometry_supports_relation,true,exact_two_pass_agreement,Both independently locked Codex blind passes selected the same four-class label.,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0132,cabinet --lying on--> stand,lying on,support_contact,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0132.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0132.ply,ambiguous,low,predicate_semantically_underspecified,true,evidence_only_visual_adjudication,Mandatory evidence-only adjudication confirmed the agreed four-class proxy label.,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0133,couch --lying on--> shelf,lying on,support_contact,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0133.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0133.ply,physically_invalid,medium,contact_or_support_missing,true,exact_two_pass_agreement,Both independently locked Codex blind passes selected the same four-class label.,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0134,chair --close by--> chair,close by,proximity,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0134.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0134.ply,physically_invalid,high,distance_inconsistent,true,exact_two_pass_agreement,Both independently locked Codex blind passes selected the same four-class label.,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0135,wall --close by--> armchair,close by,proximity,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0135.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0135.ply,physically_valid,high,geometry_supports_relation,true,exact_two_pass_agreement,Both independently locked Codex blind passes selected the same four-class label.,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0136,fruit plate --higher than--> chair,higher than,relative_vertical,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0136.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0136.ply,physically_valid,medium,geometry_supports_relation,true,exact_two_pass_agreement,Both independently locked Codex blind passes selected the same four-class label.,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0137,lamp --higher than--> plant,higher than,relative_vertical,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0137.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0137.ply,physically_valid,high,geometry_supports_relation,true,exact_two_pass_agreement,Both independently locked Codex blind passes selected the same four-class label.,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0138,wall --close by--> wall,close by,proximity,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0138.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0138.ply,physically_invalid,high,distance_inconsistent,true,exact_two_pass_agreement,Both independently locked Codex blind passes selected the same four-class label.,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0139,picture --standing on--> table,standing on,support_contact,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0139.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0139.ply,physically_invalid,medium,contact_or_support_missing,true,exact_two_pass_agreement,Both independently locked Codex blind passes selected the same four-class label.,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0140,window --lying on--> curtain,lying on,support_contact,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0140.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0140.ply,ambiguous,low,predicate_semantically_underspecified,true,evidence_only_visual_adjudication,Mandatory evidence-only adjudication confirmed the agreed four-class proxy label.,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0141,chair --supported by--> table lamp,supported by,support_contact,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0141.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0141.ply,physically_invalid,medium,contact_or_support_missing,true,evidence_only_visual_adjudication,the table lamp does not provide a visible support configuration for the chair,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0142,wall --close by--> counter,close by,proximity,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0142.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0142.ply,physically_valid,high,geometry_supports_relation,true,exact_two_pass_agreement,Both independently locked Codex blind passes selected the same four-class label.,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0143,pillow --close by--> pillow,close by,proximity,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0143.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0143.ply,ambiguous,low,predicate_semantically_underspecified,true,evidence_only_visual_adjudication,Mandatory evidence-only adjudication confirmed the agreed four-class proxy label.,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0144,couch table --close by--> cabinet,close by,proximity,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0144.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0144.ply,physically_valid,medium,geometry_supports_relation,true,evidence_only_visual_adjudication,the couch table and cabinet are visibly adjacent relative to their extents,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0145,tv --lying on--> floor,lying on,support_contact,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0145.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0145.ply,ambiguous,low,predicate_semantically_underspecified,true,evidence_only_visual_adjudication,floor contact is plausible but the television pose does not establish lying on,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0146,floor --standing on--> shelf,standing on,support_contact,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0146.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0146.ply,physically_invalid,medium,contact_or_support_missing,true,evidence_only_visual_adjudication,the directed floor-standing-on-shelf relation is contradicted by the pair geometry,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0147,window --higher than--> table,higher than,relative_vertical,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0147.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0147.ply,physically_invalid,medium,vertical_order_inconsistent,true,exact_two_pass_agreement,Both independently locked Codex blind passes selected the same four-class label.,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0148,wall --lower than--> shoe rack,lower than,relative_vertical,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0148.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0148.ply,physically_invalid,high,vertical_order_inconsistent,true,exact_two_pass_agreement,Both independently locked Codex blind passes selected the same four-class label.,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0149,floor --higher than--> lamp,higher than,relative_vertical,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0149.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0149.ply,physically_invalid,high,vertical_order_inconsistent,true,exact_two_pass_agreement,Both independently locked Codex blind passes selected the same four-class label.,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0150,kitchen cabinet --higher than--> commode,higher than,relative_vertical,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0150.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0150.ply,physically_valid,high,geometry_supports_relation,true,exact_two_pass_agreement,Both independently locked Codex blind passes selected the same four-class label.,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0151,shelf --standing on--> blanket,standing on,support_contact,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0151.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0151.ply,physically_invalid,high,contact_or_support_missing,true,exact_two_pass_agreement,Both independently locked Codex blind passes selected the same four-class label.,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0152,cabinet --close by--> tv,close by,proximity,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0152.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0152.ply,physically_valid,medium,geometry_supports_relation,true,exact_two_pass_agreement,Both independently locked Codex blind passes selected the same four-class label.,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0153,basket --standing on--> shelf,standing on,support_contact,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0153.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0153.ply,physically_invalid,high,contact_or_support_missing,true,exact_two_pass_agreement,Both independently locked Codex blind passes selected the same four-class label.,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0154,wall --higher than--> pillow,higher than,relative_vertical,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0154.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0154.ply,physically_valid,medium,geometry_supports_relation,true,exact_two_pass_agreement,Both independently locked Codex blind passes selected the same four-class label.,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0155,armchair --lying on--> floor,lying on,support_contact,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0155.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0155.ply,ambiguous,low,predicate_semantically_underspecified,true,evidence_only_visual_adjudication,Mandatory evidence-only adjudication confirmed the agreed four-class proxy label.,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0156,floor --lying on--> lamp,lying on,support_contact,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0156.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0156.ply,physically_invalid,medium,contact_or_support_missing,true,evidence_only_visual_adjudication,the directed floor-lying-on-lamp relation is contradicted by the pair geometry,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0157,box --lower than--> wall,lower than,relative_vertical,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0157.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0157.ply,physically_invalid,high,vertical_order_inconsistent,true,exact_two_pass_agreement,Both independently locked Codex blind passes selected the same four-class label.,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0158,pack --lying on--> microwave,lying on,support_contact,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0158.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0158.ply,physically_invalid,medium,contact_or_support_missing,true,evidence_only_visual_adjudication,the pack is separated from and below the microwave rather than lying on it,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0159,object --lying on--> wall,lying on,support_contact,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0159.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0159.ply,ambiguous,low,predicate_semantically_underspecified,true,evidence_only_visual_adjudication,Mandatory evidence-only adjudication confirmed the agreed four-class proxy label.,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0160,screen --higher than--> coffee table,higher than,relative_vertical,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0160.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0160.ply,ambiguous,low,predicate_semantically_underspecified,true,evidence_only_visual_adjudication,Mandatory evidence-only adjudication confirmed the agreed four-class proxy label.,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0161,plant --higher than--> stool,higher than,relative_vertical,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0161.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0161.ply,physically_valid,high,geometry_supports_relation,true,exact_two_pass_agreement,Both independently locked Codex blind passes selected the same four-class label.,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0162,pillow --close by--> radiator,close by,proximity,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0162.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0162.ply,physically_invalid,high,distance_inconsistent,true,exact_two_pass_agreement,Both independently locked Codex blind passes selected the same four-class label.,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0163,picture --standing on--> floor,standing on,support_contact,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0163.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0163.ply,ambiguous,low,predicate_semantically_underspecified,true,evidence_only_visual_adjudication,Mandatory evidence-only adjudication confirmed the agreed four-class proxy label.,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0164,cabinet --supported by--> ceiling,supported by,support_contact,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0164.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0164.ply,physically_invalid,medium,contact_or_support_missing,true,evidence_only_visual_adjudication,the cabinet is visibly separated below the ceiling rather than supported by it,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0165,kitchen cabinet --supported by--> floor,supported by,support_contact,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0165.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0165.ply,physically_valid,high,geometry_supports_relation,true,exact_two_pass_agreement,Both independently locked Codex blind passes selected the same four-class label.,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0166,frame --standing on--> floor,standing on,support_contact,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0166.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0166.ply,ambiguous,low,predicate_semantically_underspecified,true,evidence_only_visual_adjudication,Mandatory evidence-only adjudication confirmed the agreed four-class proxy label.,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0167,light --close by--> lamp,close by,proximity,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0167.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0167.ply,physically_invalid,high,distance_inconsistent,true,exact_two_pass_agreement,Both independently locked Codex blind passes selected the same four-class label.,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0168,pillow --higher than--> cabinet,higher than,relative_vertical,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0168.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0168.ply,physically_invalid,high,vertical_order_inconsistent,true,exact_two_pass_agreement,Both independently locked Codex blind passes selected the same four-class label.,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0169,heater --higher than--> wall,higher than,relative_vertical,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0169.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0169.ply,physically_invalid,high,vertical_order_inconsistent,true,exact_two_pass_agreement,Both independently locked Codex blind passes selected the same four-class label.,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0170,wall --higher than--> floor,higher than,relative_vertical,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0170.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0170.ply,physically_valid,medium,geometry_supports_relation,true,exact_two_pass_agreement,Both independently locked Codex blind passes selected the same four-class label.,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0171,cabinet --standing on--> item,standing on,support_contact,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0171.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0171.ply,ambiguous,low,predicate_semantically_underspecified,true,evidence_only_visual_adjudication,Mandatory evidence-only adjudication confirmed the agreed four-class proxy label.,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0172,hand dryer --lower than--> trash can,lower than,relative_vertical,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0172.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0172.ply,physically_invalid,high,vertical_order_inconsistent,true,exact_two_pass_agreement,Both independently locked Codex blind passes selected the same four-class label.,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0173,floor --higher than--> cushion,higher than,relative_vertical,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0173.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0173.ply,physically_invalid,medium,vertical_order_inconsistent,true,exact_two_pass_agreement,Both independently locked Codex blind passes selected the same four-class label.,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0174,wall --standing on--> floor,standing on,support_contact,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0174.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0174.ply,physically_valid,high,geometry_supports_relation,true,exact_two_pass_agreement,Both independently locked Codex blind passes selected the same four-class label.,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0175,floor --higher than--> lamp,higher than,relative_vertical,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0175.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0175.ply,physically_invalid,medium,vertical_order_inconsistent,true,exact_two_pass_agreement,Both independently locked Codex blind passes selected the same four-class label.,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0176,vase --standing on--> couch,standing on,support_contact,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0176.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0176.ply,physically_invalid,high,contact_or_support_missing,true,exact_two_pass_agreement,Both independently locked Codex blind passes selected the same four-class label.,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0177,floor --close by--> laundry basket,close by,proximity,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0177.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0177.ply,physically_valid,high,geometry_supports_relation,true,exact_two_pass_agreement,Both independently locked Codex blind passes selected the same four-class label.,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0178,counter --standing on--> cabinet,standing on,support_contact,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0178.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0178.ply,ambiguous,low,predicate_semantically_underspecified,true,evidence_only_visual_adjudication,cabinet-counter contact is plausible but the standing subtype is semantically indeterminate,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0179,shelf --close by--> light,close by,proximity,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0179.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0179.ply,physically_invalid,high,distance_inconsistent,true,exact_two_pass_agreement,Both independently locked Codex blind passes selected the same four-class label.,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0180,floor --standing on--> wall,standing on,support_contact,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0180.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0180.ply,physically_invalid,medium,contact_or_support_missing,true,evidence_only_visual_adjudication,the horizontal floor does not stand on the vertical wall,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0181,floor --higher than--> ceiling,higher than,relative_vertical,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0181.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0181.ply,physically_invalid,high,vertical_order_inconsistent,true,exact_two_pass_agreement,Both independently locked Codex blind passes selected the same four-class label.,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0182,backpack --lying on--> floor,lying on,support_contact,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0182.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0182.ply,ambiguous,low,predicate_semantically_underspecified,true,evidence_only_visual_adjudication,Mandatory evidence-only adjudication confirmed the agreed four-class proxy label.,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0183,lamp --close by--> curtain,close by,proximity,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0183.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0183.ply,physically_invalid,medium,distance_inconsistent,true,exact_two_pass_agreement,Both independently locked Codex blind passes selected the same four-class label.,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0184,pillow --standing on--> floor,standing on,support_contact,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0184.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0184.ply,ambiguous,low,predicate_semantically_underspecified,true,evidence_only_visual_adjudication,floor contact is plausible but the pillow standing subtype is not visually determined,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0185,kitchen cabinet --close by--> wall,close by,proximity,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0185.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0185.ply,physically_valid,medium,geometry_supports_relation,true,exact_two_pass_agreement,Both independently locked Codex blind passes selected the same four-class label.,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
PV-0186,side table --lying on--> floor,lying on,support_contact,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0186.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0186.ply,physically_valid,medium,geometry_supports_relation,true,exact_two_pass_agreement,Both independently locked Codex blind passes selected the same four-class label.,codex_blinded_proxy_adjudication_v1,2026-07-14T09:16:38.026072+00:00
