audit_id,relation,predicate_label,predicate_family,geometry_projection_path,rgb_pair_crop_path,pair_ply_path,physical_validity_label,confidence,primary_reason_code,evidence_sufficient,notes,reviewer_id,reviewed_at
PV-0088,chair --close by--> vase,close by,proximity,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0088.png,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0088.ply,physically_invalid,high,large_relative_separation,True,codex_blinded_rereview_v2:center_dz_norm=-3.0633;bbox_gap_norm=5.7017;xy_bbox_gap_norm=5.0121;xy_overlap_ratio=0.0000;support_gap_norm=None;surface_p02_norm=5.9473;surface_p10_norm=6.0223;subject_vertical_aspect=0.3548;local_object_points=0,codex_blinded_rereview_v2,2026-07-10T07:14:51.993273+00:00
PV-0089,doorframe --standing on--> wall,standing on,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0089.png,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0089.ply,physically_invalid,medium,standing_support_absent,True,codex_blinded_rereview_v2:center_dz_norm=-0.5970;bbox_gap_norm=0.5667;xy_bbox_gap_norm=0.5606;xy_overlap_ratio=0.0000;support_gap_norm=None;surface_p02_norm=0.6249;surface_p10_norm=0.6695;subject_vertical_aspect=2.2444;local_object_points=0,codex_blinded_rereview_v2,2026-07-10T07:14:51.996276+00:00
PV-0090,clock --higher than--> ceiling,higher than,relative_vertical,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0090.png,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0090.ply,physically_invalid,high,clear_reversed_vertical_order,True,codex_blinded_rereview_v2:center_dz_norm=-0.6458;bbox_gap_norm=1.6754;xy_bbox_gap_norm=1.6750;xy_overlap_ratio=0.0000;support_gap_norm=None;surface_p02_norm=1.8584;surface_p10_norm=1.9109;subject_vertical_aspect=4.1783;local_object_points=0,codex_blinded_rereview_v2,2026-07-10T07:14:52.000672+00:00
PV-0091,floor --close by--> door,close by,proximity,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0091.png,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0091.ply,physically_valid,high,near_visible_surfaces,True,codex_blinded_rereview_v2:center_dz_norm=-0.4163;bbox_gap_norm=0.0000;xy_bbox_gap_norm=0.0000;xy_overlap_ratio=0.9040;support_gap_norm=-0.8589;surface_p02_norm=0.0000;surface_p10_norm=0.0624;subject_vertical_aspect=0.0871;local_object_points=509,codex_blinded_rereview_v2,2026-07-10T07:14:52.006187+00:00
PV-0092,toilet --higher than--> ceiling,higher than,relative_vertical,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0092.png,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0092.ply,physically_invalid,high,clear_reversed_vertical_order,True,codex_blinded_rereview_v2:center_dz_norm=-0.8830;bbox_gap_norm=0.7098;xy_bbox_gap_norm=0.0000;xy_overlap_ratio=1.0000;support_gap_norm=-1.0209;surface_p02_norm=0.7115;surface_p10_norm=0.7362;subject_vertical_aspect=1.4248;local_object_points=108,codex_blinded_rereview_v2,2026-07-10T07:14:52.012560+00:00
PV-0093,pillow --lying on--> wall,lying on,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0093.png,local_dataset/qwen_vl_crops/full_validation/f2c76feb-2239-29d0-8418-72b6051fc144_1/39_26/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0093.ply,ambiguous,low,lying_pose_or_contact_unclear,True,codex_blinded_rereview_v2:center_dz_norm=-0.3211;bbox_gap_norm=0.0000;xy_bbox_gap_norm=0.0000;xy_overlap_ratio=1.0000;support_gap_norm=-0.4423;surface_p02_norm=0.0939;surface_p10_norm=0.1316;subject_vertical_aspect=0.6869;local_object_points=104,codex_blinded_rereview_v2,2026-07-10T07:14:52.016620+00:00
PV-0094,plant --standing on--> frame,standing on,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0094.png,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0094.ply,physically_invalid,high,standing_support_absent,True,codex_blinded_rereview_v2:center_dz_norm=-1.2519;bbox_gap_norm=1.2100;xy_bbox_gap_norm=0.5886;xy_overlap_ratio=0.0000;support_gap_norm=None;surface_p02_norm=1.5225;surface_p10_norm=1.5514;subject_vertical_aspect=1.1519;local_object_points=0,codex_blinded_rereview_v2,2026-07-10T07:14:52.017738+00:00
PV-0095,pillow --lying on--> ceiling,lying on,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0095.png,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0095.ply,physically_invalid,medium,lying_support_absent,True,codex_blinded_rereview_v2:center_dz_norm=-0.6478;bbox_gap_norm=0.5939;xy_bbox_gap_norm=0.0000;xy_overlap_ratio=1.0000;support_gap_norm=-0.6837;surface_p02_norm=0.6065;surface_p10_norm=0.6158;subject_vertical_aspect=0.4347;local_object_points=122,codex_blinded_rereview_v2,2026-07-10T07:14:52.020113+00:00
PV-0096,floor --higher than--> sink,higher than,relative_vertical,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0096.png,local_dataset/qwen_vl_crops/full_validation/1d234024-e280-2b1a-8c28-2743fefed020_1/1_26/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0096.ply,physically_invalid,high,clear_reversed_vertical_order,True,codex_blinded_rereview_v2:center_dz_norm=-0.3579;bbox_gap_norm=0.2630;xy_bbox_gap_norm=0.0000;xy_overlap_ratio=0.3761;support_gap_norm=-0.4090;surface_p02_norm=0.2728;surface_p10_norm=0.3011;subject_vertical_aspect=0.0356;local_object_points=200,codex_blinded_rereview_v2,2026-07-10T07:14:52.024229+00:00
PV-0097,shelf --lower than--> armchair,lower than,relative_vertical,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0097.png,local_dataset/qwen_vl_crops/full_validation/20c993b7-698f-29c5-847d-c8cb8a685f5a_2/12_2/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0097.ply,physically_invalid,medium,moderate_reversed_vertical_order,True,codex_blinded_rereview_v2:center_dz_norm=0.1062;bbox_gap_norm=0.1257;xy_bbox_gap_norm=0.1257;xy_overlap_ratio=0.0000;support_gap_norm=None;surface_p02_norm=0.3550;surface_p10_norm=0.3903;subject_vertical_aspect=0.9507;local_object_points=0,codex_blinded_rereview_v2,2026-07-10T07:14:52.031268+00:00
PV-0098,floor --higher than--> wall,higher than,relative_vertical,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0098.png,local_dataset/qwen_vl_crops/full_validation/38770ca3-86d7-27b8-85a7-7d840ffdec6a_6/1_9/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0098.ply,physically_invalid,medium,moderate_reversed_vertical_order,True,codex_blinded_rereview_v2:center_dz_norm=-0.2987;bbox_gap_norm=0.0000;xy_bbox_gap_norm=0.0000;xy_overlap_ratio=1.0000;support_gap_norm=-0.4538;surface_p02_norm=0.0228;surface_p10_norm=0.0924;subject_vertical_aspect=0.0500;local_object_points=1800,codex_blinded_rereview_v2,2026-07-10T07:14:52.038674+00:00
PV-0099,toilet paper --close by--> cleanser,close by,proximity,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0099.png,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0099.ply,physically_valid,medium,moderate_relative_proximity,True,codex_blinded_rereview_v2:center_dz_norm=-0.3211;bbox_gap_norm=0.2168;xy_bbox_gap_norm=0.2168;xy_overlap_ratio=0.0000;support_gap_norm=None;surface_p02_norm=0.3139;surface_p10_norm=0.3649;subject_vertical_aspect=0.8910;local_object_points=0,codex_blinded_rereview_v2,2026-07-10T07:14:52.039100+00:00
PV-0100,trashcan --close by--> door,close by,proximity,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0100.png,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0100.ply,physically_invalid,medium,separated_relative_to_pair_scale,True,codex_blinded_rereview_v2:center_dz_norm=-0.4402;bbox_gap_norm=0.6711;xy_bbox_gap_norm=0.6711;xy_overlap_ratio=0.0000;support_gap_norm=None;surface_p02_norm=0.7195;surface_p10_norm=0.7572;subject_vertical_aspect=1.5736;local_object_points=0,codex_blinded_rereview_v2,2026-07-10T07:14:52.047931+00:00
PV-0101,shelf --lower than--> chair,lower than,relative_vertical,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0101.png,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0101.ply,physically_invalid,medium,moderate_reversed_vertical_order,True,codex_blinded_rereview_v2:center_dz_norm=0.1989;bbox_gap_norm=1.0729;xy_bbox_gap_norm=1.0729;xy_overlap_ratio=0.0000;support_gap_norm=None;surface_p02_norm=1.3934;surface_p10_norm=1.4317;subject_vertical_aspect=1.8432;local_object_points=0,codex_blinded_rereview_v2,2026-07-10T07:14:52.064415+00:00
PV-0102,cabinet --lower than--> shelf,lower than,relative_vertical,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0102.png,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0102.ply,physically_valid,medium,moderate_directed_vertical_order,True,codex_blinded_rereview_v2:center_dz_norm=-0.3990;bbox_gap_norm=0.2567;xy_bbox_gap_norm=0.2567;xy_overlap_ratio=0.0000;support_gap_norm=None;surface_p02_norm=0.3080;surface_p10_norm=0.4066;subject_vertical_aspect=1.4390;local_object_points=0,codex_blinded_rereview_v2,2026-07-10T07:14:52.070803+00:00
PV-0103,bookshelf --standing on--> floor,standing on,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0103.png,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0103.ply,physically_valid,high,contact_with_upright_pose,True,codex_blinded_rereview_v2:center_dz_norm=0.1158;bbox_gap_norm=0.0000;xy_bbox_gap_norm=0.0000;xy_overlap_ratio=0.7189;support_gap_norm=-0.0084;surface_p02_norm=0.0129;surface_p10_norm=0.0529;subject_vertical_aspect=5.3730;local_object_points=87,codex_blinded_rereview_v2,2026-07-10T07:14:52.077661+00:00
PV-0104,side table --higher than--> pillow,higher than,relative_vertical,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0104.png,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0104.ply,physically_valid,medium,moderate_directed_vertical_order,True,codex_blinded_rereview_v2:center_dz_norm=0.4577;bbox_gap_norm=0.6308;xy_bbox_gap_norm=0.5958;xy_overlap_ratio=0.0000;support_gap_norm=None;surface_p02_norm=0.8675;surface_p10_norm=0.9235;subject_vertical_aspect=0.4019;local_object_points=0,codex_blinded_rereview_v2,2026-07-10T07:14:52.081826+00:00
PV-0105,shelf --close by--> wall,close by,proximity,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0105.png,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0105.ply,physically_valid,medium,moderate_relative_proximity,True,codex_blinded_rereview_v2:center_dz_norm=-0.0082;bbox_gap_norm=0.2396;xy_bbox_gap_norm=0.2396;xy_overlap_ratio=0.0000;support_gap_norm=None;surface_p02_norm=0.2681;surface_p10_norm=0.2750;subject_vertical_aspect=1.3334;local_object_points=0,codex_blinded_rereview_v2,2026-07-10T07:14:52.085363+00:00
PV-0106,wall --lower than--> plant,lower than,relative_vertical,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0106.png,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0106.ply,physically_invalid,high,clear_reversed_vertical_order,True,codex_blinded_rereview_v2:center_dz_norm=1.2572;bbox_gap_norm=1.1694;xy_bbox_gap_norm=0.6701;xy_overlap_ratio=0.0000;support_gap_norm=None;surface_p02_norm=1.2196;surface_p10_norm=1.2629;subject_vertical_aspect=0.2225;local_object_points=0,codex_blinded_rereview_v2,2026-07-10T07:14:52.086584+00:00
PV-0107,clutter --lying on--> wall,lying on,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0107.png,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0107.ply,physically_invalid,high,lying_support_absent,True,codex_blinded_rereview_v2:center_dz_norm=0.6426;bbox_gap_norm=0.9563;xy_bbox_gap_norm=0.9563;xy_overlap_ratio=0.0000;support_gap_norm=None;surface_p02_norm=0.9638;surface_p10_norm=1.0017;subject_vertical_aspect=0.5186;local_object_points=0,codex_blinded_rereview_v2,2026-07-10T07:14:52.092422+00:00
PV-0108,wall --standing on--> cabinet,standing on,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0108.png,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0108.ply,physically_invalid,medium,standing_support_absent,True,codex_blinded_rereview_v2:center_dz_norm=0.6260;bbox_gap_norm=0.5527;xy_bbox_gap_norm=0.3167;xy_overlap_ratio=0.0000;support_gap_norm=None;surface_p02_norm=0.6823;surface_p10_norm=0.6991;subject_vertical_aspect=0.1478;local_object_points=0,codex_blinded_rereview_v2,2026-07-10T07:14:52.098657+00:00
PV-0109,floor --lying on--> heater,lying on,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0109.png,local_dataset/qwen_vl_crops/full_validation/4a9a43d2-7736-2874-874d-d0fad0570e19_8/1_24/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0109.ply,ambiguous,low,lying_pose_or_contact_unclear,True,codex_blinded_rereview_v2:center_dz_norm=-0.1190;bbox_gap_norm=0.0000;xy_bbox_gap_norm=0.0000;xy_overlap_ratio=0.5067;support_gap_norm=-0.2902;surface_p02_norm=0.0152;surface_p10_norm=0.0407;subject_vertical_aspect=0.0462;local_object_points=526,codex_blinded_rereview_v2,2026-07-10T07:14:52.104934+00:00
PV-0110,sink --close by--> recycle bin,close by,proximity,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0110.png,local_dataset/qwen_vl_crops/full_validation/c92fb5b5-f771-2064-8570-dbe16cb33764_1/5_3/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0110.ply,physically_invalid,high,large_relative_separation,True,codex_blinded_rereview_v2:center_dz_norm=1.3423;bbox_gap_norm=0.9000;xy_bbox_gap_norm=0.4630;xy_overlap_ratio=0.0000;support_gap_norm=None;surface_p02_norm=1.2213;surface_p10_norm=1.3647;subject_vertical_aspect=0.4663;local_object_points=0,codex_blinded_rereview_v2,2026-07-10T07:14:52.106647+00:00
PV-0111,curtain --lying on--> floor,lying on,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0111.png,local_dataset/qwen_vl_crops/full_validation/0cac75de-8d6f-2d13-8e1a-b574569c3885_5/9_1/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0111.ply,physically_invalid,medium,contact_but_upright_pose,True,codex_blinded_rereview_v2:center_dz_norm=0.1736;bbox_gap_norm=0.0000;xy_bbox_gap_norm=0.0000;xy_overlap_ratio=0.6350;support_gap_norm=-0.0407;surface_p02_norm=0.0163;surface_p10_norm=0.0433;subject_vertical_aspect=1.7035;local_object_points=136,codex_blinded_rereview_v2,2026-07-10T07:14:52.113647+00:00
PV-0112,pillow --lower than--> pillow,lower than,relative_vertical,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0112.png,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0112.ply,physically_valid,medium,moderate_directed_vertical_order,True,codex_blinded_rereview_v2:center_dz_norm=-0.3033;bbox_gap_norm=0.0000;xy_bbox_gap_norm=0.0000;xy_overlap_ratio=0.9041;support_gap_norm=-0.6065;surface_p02_norm=0.0186;surface_p10_norm=0.1050;subject_vertical_aspect=0.2197;local_object_points=234,codex_blinded_rereview_v2,2026-07-10T07:14:52.116058+00:00
PV-0113,table --close by--> radiator,close by,proximity,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0113.png,local_dataset/qwen_vl_crops/full_validation/f2c76feb-2239-29d0-8418-72b6051fc144_4/31_5/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0113.ply,physically_invalid,medium,separated_relative_to_pair_scale,True,codex_blinded_rereview_v2:center_dz_norm=-0.1154;bbox_gap_norm=0.5091;xy_bbox_gap_norm=0.5091;xy_overlap_ratio=0.0000;support_gap_norm=None;surface_p02_norm=0.5895;surface_p10_norm=0.6384;subject_vertical_aspect=0.3931;local_object_points=0,codex_blinded_rereview_v2,2026-07-10T07:14:52.123078+00:00
PV-0114,washing machine --standing on--> floor,standing on,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0114.png,local_dataset/qwen_vl_crops/full_validation/787ed58c-9d98-2c97-83b9-b48a609ace15_1/8_14/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0114.ply,physically_valid,high,contact_with_upright_pose,True,codex_blinded_rereview_v2:center_dz_norm=0.1585;bbox_gap_norm=0.0000;xy_bbox_gap_norm=0.0000;xy_overlap_ratio=0.2723;support_gap_norm=-0.0360;surface_p02_norm=0.0136;surface_p10_norm=0.1069;subject_vertical_aspect=0.7477;local_object_points=165,codex_blinded_rereview_v2,2026-07-10T07:14:52.134136+00:00
PV-0115,kitchen cabinet --higher than--> shelf,higher than,relative_vertical,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0115.png,local_dataset/qwen_vl_crops/full_validation/b05fdd8a-fca0-2d4f-8ac5-f6ae697787f5_1/11_16/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0115.ply,ambiguous,low,near_tied_vertical_extent,True,codex_blinded_rereview_v2:center_dz_norm=-0.0366;bbox_gap_norm=0.0000;xy_bbox_gap_norm=0.0000;xy_overlap_ratio=0.0285;support_gap_norm=-0.3565;surface_p02_norm=0.0168;surface_p10_norm=0.0661;subject_vertical_aspect=0.7395;local_object_points=54,codex_blinded_rereview_v2,2026-07-10T07:14:52.137924+00:00
PV-0116,pillow --higher than--> pillow,higher than,relative_vertical,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0116.png,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0116.ply,ambiguous,low,near_tied_vertical_extent,True,codex_blinded_rereview_v2:center_dz_norm=0.0813;bbox_gap_norm=0.4052;xy_bbox_gap_norm=0.4052;xy_overlap_ratio=0.0000;support_gap_norm=None;surface_p02_norm=0.3974;surface_p10_norm=0.4980;subject_vertical_aspect=0.7350;local_object_points=0,codex_blinded_rereview_v2,2026-07-10T07:14:52.140632+00:00
PV-0117,wall --higher than--> floor,higher than,relative_vertical,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0117.png,local_dataset/qwen_vl_crops/full_validation/9766cbe5-6321-2e2f-8040-4e5b7a5d8ba1_3/25_1/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0117.ply,physically_valid,medium,moderate_directed_vertical_order,True,codex_blinded_rereview_v2:center_dz_norm=0.4300;bbox_gap_norm=0.0000;xy_bbox_gap_norm=0.0000;xy_overlap_ratio=0.8009;support_gap_norm=-0.0142;surface_p02_norm=0.0202;surface_p10_norm=0.0941;subject_vertical_aspect=1.9922;local_object_points=172,codex_blinded_rereview_v2,2026-07-10T07:14:52.147129+00:00
PV-0118,scale --supported by--> floor,supported by,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0118.png,local_dataset/qwen_vl_crops/full_validation/7747a510-9431-24e8-8705-907ee78be2a2_2/49_1/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0118.ply,ambiguous,low,support_surface_or_contact_unclear,True,codex_blinded_rereview_v2:center_dz_norm=0.2809;bbox_gap_norm=0.2404;xy_bbox_gap_norm=0.0000;xy_overlap_ratio=0.6821;support_gap_norm=0.2466;surface_p02_norm=0.2751;surface_p10_norm=0.2861;subject_vertical_aspect=0.2245;local_object_points=16,codex_blinded_rereview_v2,2026-07-10T07:14:52.150181+00:00
PV-0119,table --close by--> plant,close by,proximity,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0119.png,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0119.ply,physically_invalid,high,large_relative_separation,True,codex_blinded_rereview_v2:center_dz_norm=-0.8785;bbox_gap_norm=1.0904;xy_bbox_gap_norm=1.0416;xy_overlap_ratio=0.0000;support_gap_norm=None;surface_p02_norm=1.4670;surface_p10_norm=1.5127;subject_vertical_aspect=0.3165;local_object_points=0,codex_blinded_rereview_v2,2026-07-10T07:14:52.154938+00:00
PV-0120,heater --higher than--> ceiling,higher than,relative_vertical,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0120.png,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0120.ply,physically_invalid,high,clear_reversed_vertical_order,True,codex_blinded_rereview_v2:center_dz_norm=-1.1768;bbox_gap_norm=0.7699;xy_bbox_gap_norm=0.0000;xy_overlap_ratio=0.4664;support_gap_norm=-1.7157;surface_p02_norm=0.7308;surface_p10_norm=0.7791;subject_vertical_aspect=1.8661;local_object_points=82,codex_blinded_rereview_v2,2026-07-10T07:14:52.158655+00:00
PV-0121,lamp --close by--> chair,close by,proximity,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0121.png,local_dataset/qwen_vl_crops/full_validation/ddc73799-765b-241a-9c30-f75dcb7627d4_2/36_11/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0121.ply,physically_valid,high,near_visible_surfaces,True,codex_blinded_rereview_v2:center_dz_norm=0.8795;bbox_gap_norm=0.0169;xy_bbox_gap_norm=0.0000;xy_overlap_ratio=0.6871;support_gap_norm=0.0292;surface_p02_norm=0.3116;surface_p10_norm=0.4070;subject_vertical_aspect=1.0916;local_object_points=802,codex_blinded_rereview_v2,2026-07-10T07:14:52.164670+00:00
PV-0122,picture --close by--> picture,close by,proximity,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0122.png,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0122.ply,physically_valid,medium,moderate_relative_proximity,True,codex_blinded_rereview_v2:center_dz_norm=0.0269;bbox_gap_norm=0.1993;xy_bbox_gap_norm=0.1993;xy_overlap_ratio=0.0000;support_gap_norm=None;surface_p02_norm=0.1949;surface_p10_norm=0.2419;subject_vertical_aspect=0.9231;local_object_points=0,codex_blinded_rereview_v2,2026-07-10T07:14:52.166272+00:00
PV-0123,doorframe --standing on--> floor,standing on,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0123.png,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0123.ply,physically_valid,high,contact_with_upright_pose,True,codex_blinded_rereview_v2:center_dz_norm=0.5685;bbox_gap_norm=0.0000;xy_bbox_gap_norm=0.0000;xy_overlap_ratio=0.8204;support_gap_norm=0.0034;surface_p02_norm=0.0336;surface_p10_norm=0.1494;subject_vertical_aspect=2.4531;local_object_points=255,codex_blinded_rereview_v2,2026-07-10T07:14:52.171045+00:00
PV-0124,kitchen cabinet --standing on--> soap dish,standing on,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0124.png,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0124.ply,physically_invalid,medium,standing_support_absent,True,codex_blinded_rereview_v2:center_dz_norm=1.0501;bbox_gap_norm=0.6851;xy_bbox_gap_norm=0.0000;xy_overlap_ratio=1.0000;support_gap_norm=0.6851;surface_p02_norm=0.7375;surface_p10_norm=0.7886;subject_vertical_aspect=0.6458;local_object_points=81,codex_blinded_rereview_v2,2026-07-10T07:14:52.173487+00:00
PV-0125,wall --close by--> toilet,close by,proximity,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0125.png,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0125.ply,physically_invalid,medium,separated_relative_to_pair_scale,True,codex_blinded_rereview_v2:center_dz_norm=0.7369;bbox_gap_norm=0.5473;xy_bbox_gap_norm=0.5473;xy_overlap_ratio=0.0000;support_gap_norm=None;surface_p02_norm=0.6120;surface_p10_norm=0.6418;subject_vertical_aspect=1.5945;local_object_points=0,codex_blinded_rereview_v2,2026-07-10T07:14:52.177580+00:00
PV-0126,clutter --higher than--> wall,higher than,relative_vertical,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0126.png,local_dataset/qwen_vl_crops/full_validation/321c867e-a5a8-2a84-851a-818df115be05_2/11_3/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0126.ply,ambiguous,low,near_tied_vertical_extent,True,codex_blinded_rereview_v2:center_dz_norm=-0.0845;bbox_gap_norm=0.0000;xy_bbox_gap_norm=0.0000;xy_overlap_ratio=0.1943;support_gap_norm=-0.2730;surface_p02_norm=0.0000;surface_p10_norm=0.0149;subject_vertical_aspect=0.4462;local_object_points=138,codex_blinded_rereview_v2,2026-07-10T07:14:52.181896+00:00
PV-0127,towel --lower than--> recycle bin,lower than,relative_vertical,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0127.png,local_dataset/qwen_vl_crops/full_validation/c92fb5b5-f771-2064-8570-dbe16cb33764_1/16_3/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0127.ply,physically_invalid,high,clear_reversed_vertical_order,True,codex_blinded_rereview_v2:center_dz_norm=2.4703;bbox_gap_norm=1.8947;xy_bbox_gap_norm=0.1662;xy_overlap_ratio=0.0000;support_gap_norm=None;surface_p02_norm=1.9511;surface_p10_norm=2.0286;subject_vertical_aspect=0.8553;local_object_points=0,codex_blinded_rereview_v2,2026-07-10T07:14:52.182535+00:00
PV-0128,trashcan --close by--> floor,close by,proximity,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0128.png,local_dataset/qwen_vl_crops/full_validation/ab835fae-54c6-29a1-995e-b06cfc555786_1/32_1/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0128.ply,physically_valid,high,near_visible_surfaces,True,codex_blinded_rereview_v2:center_dz_norm=0.0349;bbox_gap_norm=0.0083;xy_bbox_gap_norm=0.0083;xy_overlap_ratio=0.0000;support_gap_norm=-0.0681;surface_p02_norm=0.0131;surface_p10_norm=0.0667;subject_vertical_aspect=1.3636;local_object_points=47,codex_blinded_rereview_v2,2026-07-10T07:14:52.184680+00:00
PV-0129,plant --higher than--> chair,higher than,relative_vertical,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0129.png,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0129.ply,physically_valid,medium,moderate_directed_vertical_order,True,codex_blinded_rereview_v2:center_dz_norm=0.5006;bbox_gap_norm=0.0000;xy_bbox_gap_norm=0.0000;xy_overlap_ratio=0.0061;support_gap_norm=None;surface_p02_norm=0.0508;surface_p10_norm=0.1866;subject_vertical_aspect=2.2590;local_object_points=10,codex_blinded_rereview_v2,2026-07-10T07:14:52.190317+00:00
