audit_id,relation,predicate_family,geometry_projection_path,rgb_pair_crop_path,proxy_label,proxy_confidence,proxy_reason_code,proxy_rule,visible_geometry_cues,human_final_label,human_confidence,human_reason_code,human_notes,reviewer_id,reviewed_at
PV-0126,clutter --higher than--> wall,relative_vertical,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0126.png,local_dataset/qwen_vl_crops/full_validation/321c867e-a5a8-2a84-851a-818df115be05_2/11_3/pair_view_000.png,ambiguous,low,vertical_order_near_tie,directed_center_height_margin_near_zero,center_dz_norm=-0.0880;bbox_gap_norm=0.0000;xy_overlap_ratio=0.0706;local_vertical_gap_norm=-0.2480;subject_vertical_aspect=0.3969;local_object_points=162,,,,,,
PV-0127,towel --lower than--> recycle bin,relative_vertical,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0127.png,local_dataset/qwen_vl_crops/full_validation/c92fb5b5-f771-2064-8570-dbe16cb33764_1/16_3/pair_view_000.png,physically_invalid,high,vertical_order_inconsistent,directed_center_height_reversed_le_-0.40,center_dz_norm=2.7122;bbox_gap_norm=2.1351;xy_overlap_ratio=0.0000;local_vertical_gap_norm=None;subject_vertical_aspect=0.8495;local_object_points=0,,,,,,
PV-0128,trashcan --close by--> floor,proximity,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0128.png,local_dataset/qwen_vl_crops/full_validation/ab835fae-54c6-29a1-995e-b06cfc555786_1/32_1/pair_view_000.png,physically_valid,high,distance_consistent,robust_bbox_gap_norm_le_0.15,center_dz_norm=0.0399;bbox_gap_norm=0.0867;xy_overlap_ratio=0.0000;local_vertical_gap_norm=-0.0663;subject_vertical_aspect=1.7143;local_object_points=55,,,,,,
PV-0129,plant --higher than--> chair,relative_vertical,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0129.png,,physically_valid,high,vertical_order_consistent,directed_center_height_margin_ge_0.50,center_dz_norm=0.6384;bbox_gap_norm=0.1004;xy_overlap_ratio=0.0000;local_vertical_gap_norm=None;subject_vertical_aspect=1.8678;local_object_points=0,,,,,,
PV-0130,ceiling --supported by--> wall,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0130.png,local_dataset/qwen_vl_crops/full_validation/10b17940-3938-2467-8a7a-958300ba83d3_2/6_9/pair_view_000.png,physically_valid,high,contact_or_support_consistent,local_support_surface_contact,center_dz_norm=0.2826;bbox_gap_norm=0.0106;xy_overlap_ratio=0.6480;local_vertical_gap_norm=0.0106;subject_vertical_aspect=0.0150;local_object_points=1655,,,,,,
PV-0131,curtain --lower than--> wall,relative_vertical,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0131.png,local_dataset/qwen_vl_crops/full_validation/6e67e550-1209-2cd0-8294-7cc2564cf82c_2/6_4/pair_view_000.png,physically_valid,medium,vertical_order_consistent,directed_center_height_margin_ge_0.18,center_dz_norm=-0.2906;bbox_gap_norm=0.0000;xy_overlap_ratio=0.9788;local_vertical_gap_norm=-0.6501;subject_vertical_aspect=1.0000;local_object_points=1163,,,,,,
PV-0132,cabinet --lying on--> stand,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0132.png,local_dataset/qwen_vl_crops/full_validation/ddc73797-765b-241a-9e2c-097c5989baf6_1/35_34/pair_view_000.png,ambiguous,low,pose_subtype_uncertain,lying_contact_or_pose_uncertain,center_dz_norm=0.0754;bbox_gap_norm=0.0905;xy_overlap_ratio=0.0000;local_vertical_gap_norm=-0.4523;subject_vertical_aspect=3.9413;local_object_points=19,,,,,,
PV-0133,couch --lying on--> shelf,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0133.png,,physically_invalid,medium,contact_or_support_missing,lying_support_separated,center_dz_norm=-0.1007;bbox_gap_norm=0.6377;xy_overlap_ratio=0.0000;local_vertical_gap_norm=None;subject_vertical_aspect=0.4463;local_object_points=0,,,,,,
PV-0134,chair --close by--> chair,proximity,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0134.png,,physically_invalid,high,distance_inconsistent,robust_bbox_gap_norm_ge_1.00,center_dz_norm=-0.0001;bbox_gap_norm=1.0436;xy_overlap_ratio=0.0000;local_vertical_gap_norm=None;subject_vertical_aspect=0.9983;local_object_points=0,,,,,,
PV-0135,wall --close by--> armchair,proximity,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0135.png,local_dataset/qwen_vl_crops/full_validation/a0905fd9-66f7-2272-9dfb-0483fdcc54c7_1/7_5/pair_view_000.png,physically_valid,high,distance_consistent,robust_bbox_gap_norm_le_0.15,center_dz_norm=0.4928;bbox_gap_norm=0.0995;xy_overlap_ratio=0.0000;local_vertical_gap_norm=-0.3463;subject_vertical_aspect=1.0163;local_object_points=60,,,,,,
PV-0136,fruit plate --higher than--> chair,relative_vertical,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0136.png,local_dataset/qwen_vl_crops/full_validation/bf9a3de9-45a5-2e80-8022-277108d67404_1/33_7/pair_view_000.png,physically_valid,high,vertical_order_consistent,directed_center_height_margin_ge_0.50,center_dz_norm=0.5590;bbox_gap_norm=0.2792;xy_overlap_ratio=0.0000;local_vertical_gap_norm=None;subject_vertical_aspect=1.2629;local_object_points=0,,,,,,
PV-0137,lamp --higher than--> plant,relative_vertical,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0137.png,,physically_valid,high,vertical_order_consistent,directed_center_height_margin_ge_0.50,center_dz_norm=2.7178;bbox_gap_norm=2.3407;xy_overlap_ratio=0.9333;local_vertical_gap_norm=2.3383;subject_vertical_aspect=0.8841;local_object_points=561,,,,,,
PV-0138,wall --close by--> wall,proximity,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0138.png,,physically_invalid,high,distance_inconsistent,robust_bbox_gap_norm_ge_1.00,center_dz_norm=-0.0490;bbox_gap_norm=1.2178;xy_overlap_ratio=0.0000;local_vertical_gap_norm=None;subject_vertical_aspect=3.0598;local_object_points=0,,,,,,
PV-0139,picture --standing on--> table,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0139.png,,physically_invalid,high,contact_or_support_missing,standing_support_separated,center_dz_norm=1.0639;bbox_gap_norm=0.9474;xy_overlap_ratio=0.0000;local_vertical_gap_norm=None;subject_vertical_aspect=0.5723;local_object_points=0,,,,,,
PV-0140,window --lying on--> curtain,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0140.png,local_dataset/qwen_vl_crops/full_validation/c2d9933d-1947-2fbf-81fa-c8a7f9625eea_1/11_10/pair_view_000.png,ambiguous,low,pose_subtype_uncertain,lying_contact_or_pose_uncertain,center_dz_norm=-0.2517;bbox_gap_norm=0.0000;xy_overlap_ratio=0.0000;local_vertical_gap_norm=-0.7496;subject_vertical_aspect=3.5435;local_object_points=146,,,,,,
PV-0141,chair --supported by--> table lamp,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0141.png,local_dataset/qwen_vl_crops/full_validation/0988ea72-eb32-2e61-8344-99e2283c2728_2/34_36/pair_view_000.png,physically_invalid,medium,contact_or_support_missing,pair_or_vertical_separation,center_dz_norm=-0.6575;bbox_gap_norm=0.3372;xy_overlap_ratio=0.0000;local_vertical_gap_norm=None;subject_vertical_aspect=0.9780;local_object_points=0,,,,,,
PV-0142,wall --close by--> counter,proximity,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0142.png,local_dataset/qwen_vl_crops/full_validation/4138585b-a238-2435-810b-9728fc989b2f_1/11_7/pair_view_000.png,physically_valid,high,distance_consistent,robust_bbox_gap_norm_le_0.15,center_dz_norm=0.2662;bbox_gap_norm=0.0185;xy_overlap_ratio=0.6773;local_vertical_gap_norm=0.0173;subject_vertical_aspect=0.7380;local_object_points=909,,,,,,
PV-0143,pillow --close by--> pillow,proximity,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0143.png,local_dataset/qwen_vl_crops/full_validation/f2c76ff1-2239-29d0-87f5-8a0346584384_1/36_33/pair_view_000.png,ambiguous,low,distance_context_dependent,robust_bbox_gap_norm_mid_band,center_dz_norm=0.1582;bbox_gap_norm=0.6053;xy_overlap_ratio=0.0000;local_vertical_gap_norm=None;subject_vertical_aspect=0.7879;local_object_points=0,,,,,,
PV-0144,couch table --close by--> cabinet,proximity,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0144.png,local_dataset/qwen_vl_crops/full_validation/c7895f07-339c-2d13-8176-7418b6e8d7ce_6/15_22/pair_view_000.png,physically_valid,medium,distance_consistent,robust_bbox_gap_norm_le_0.45,center_dz_norm=-0.4610;bbox_gap_norm=0.4283;xy_overlap_ratio=0.0000;local_vertical_gap_norm=None;subject_vertical_aspect=0.4031;local_object_points=0,,,,,,
PV-0145,tv --lying on--> floor,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0145.png,,ambiguous,low,pose_subtype_uncertain,lying_contact_or_pose_uncertain,center_dz_norm=0.3637;bbox_gap_norm=0.3294;xy_overlap_ratio=0.0000;local_vertical_gap_norm=0.1762;subject_vertical_aspect=0.6494;local_object_points=16,,,,,,
PV-0146,floor --standing on--> shelf,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0146.png,local_dataset/qwen_vl_crops/full_validation/41385849-a238-2435-81d0-ceb0eba4541a_1/1_59/pair_view_000.png,ambiguous,low,pose_subtype_uncertain,support_contact_but_flat_subject,center_dz_norm=-0.0880;bbox_gap_norm=0.0428;xy_overlap_ratio=0.2308;local_vertical_gap_norm=-0.1218;subject_vertical_aspect=0.0329;local_object_points=244,,,,,,
PV-0147,window --higher than--> table,relative_vertical,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0147.png,,physically_invalid,medium,vertical_order_inconsistent,directed_center_height_reversed_le_-0.12,center_dz_norm=-0.3153;bbox_gap_norm=0.2590;xy_overlap_ratio=0.0000;local_vertical_gap_norm=None;subject_vertical_aspect=2.5662;local_object_points=0,,,,,,
PV-0148,wall --lower than--> shoe rack,relative_vertical,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0148.png,,physically_invalid,high,vertical_order_inconsistent,directed_center_height_reversed_le_-0.40,center_dz_norm=1.4596;bbox_gap_norm=2.2992;xy_overlap_ratio=0.0000;local_vertical_gap_norm=None;subject_vertical_aspect=0.2453;local_object_points=0,,,,,,
PV-0149,floor --higher than--> lamp,relative_vertical,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0149.png,,physically_invalid,high,vertical_order_inconsistent,directed_center_height_reversed_le_-0.40,center_dz_norm=-1.1682;bbox_gap_norm=1.1274;xy_overlap_ratio=1.0000;local_vertical_gap_norm=-1.3322;subject_vertical_aspect=0.0407;local_object_points=660,,,,,,
PV-0150,kitchen cabinet --higher than--> commode,relative_vertical,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0150.png,,physically_valid,high,vertical_order_consistent,directed_center_height_margin_ge_0.50,center_dz_norm=1.0683;bbox_gap_norm=0.4718;xy_overlap_ratio=0.0000;local_vertical_gap_norm=None;subject_vertical_aspect=0.8949;local_object_points=0,,,,,,
PV-0151,shelf --standing on--> blanket,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0151.png,,physically_invalid,high,contact_or_support_missing,standing_support_separated,center_dz_norm=0.5479;bbox_gap_norm=2.5315;xy_overlap_ratio=0.0000;local_vertical_gap_norm=None;subject_vertical_aspect=0.1906;local_object_points=0,,,,,,
PV-0152,cabinet --close by--> tv,proximity,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0152.png,local_dataset/qwen_vl_crops/full_validation/6e67e550-1209-2cd0-8294-7cc2564cf82c_1/13_43/pair_view_000.png,physically_valid,medium,distance_consistent,robust_bbox_gap_norm_le_0.45,center_dz_norm=0.7223;bbox_gap_norm=0.1823;xy_overlap_ratio=0.0000;local_vertical_gap_norm=None;subject_vertical_aspect=2.7732;local_object_points=0,,,,,,
PV-0153,basket --standing on--> shelf,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0153.png,,physically_invalid,high,contact_or_support_missing,standing_support_separated,center_dz_norm=-1.1161;bbox_gap_norm=2.8373;xy_overlap_ratio=0.0000;local_vertical_gap_norm=None;subject_vertical_aspect=0.5882;local_object_points=0,,,,,,
PV-0154,wall --higher than--> pillow,relative_vertical,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0154.png,local_dataset/qwen_vl_crops/full_validation/f2c76fe5-2239-29d0-8593-1a2555125595_3/26_39/pair_view_000.png,physically_valid,medium,vertical_order_consistent,directed_center_height_margin_ge_0.18,center_dz_norm=0.4272;bbox_gap_norm=0.0667;xy_overlap_ratio=0.0000;local_vertical_gap_norm=0.0378;subject_vertical_aspect=0.3386;local_object_points=27,,,,,,
PV-0155,armchair --lying on--> floor,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0155.png,local_dataset/qwen_vl_crops/full_validation/20c993bf-698f-29c5-8549-a69fd169c1e1_1/40_1/pair_view_000.png,ambiguous,low,pose_subtype_uncertain,lying_contact_or_pose_uncertain,center_dz_norm=0.1336;bbox_gap_norm=0.0099;xy_overlap_ratio=1.0000;local_vertical_gap_norm=-0.0008;subject_vertical_aspect=0.9470;local_object_points=303,,,,,,
PV-0156,floor --lying on--> lamp,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0156.png,local_dataset/qwen_vl_crops/full_validation/c7895f27-339c-2d13-836b-c12dca280261_4/1_42/pair_view_000.png,physically_invalid,medium,contact_or_support_missing,lying_support_separated,center_dz_norm=-0.3419;bbox_gap_norm=0.3673;xy_overlap_ratio=0.0000;local_vertical_gap_norm=None;subject_vertical_aspect=0.0192;local_object_points=0,,,,,,
PV-0157,box --lower than--> wall,relative_vertical,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0157.png,,physically_invalid,high,vertical_order_inconsistent,directed_center_height_reversed_le_-0.40,center_dz_norm=2.1904;bbox_gap_norm=1.5385;xy_overlap_ratio=0.0000;local_vertical_gap_norm=1.5282;subject_vertical_aspect=0.7630;local_object_points=104,,,,,,
PV-0158,pack --lying on--> microwave,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0158.png,local_dataset/qwen_vl_crops/full_validation/7747a50c-9431-24e8-877d-e60c3a341cc2_5/52_54/pair_view_000.png,physically_invalid,medium,contact_or_support_missing,lying_support_separated,center_dz_norm=-0.3288;bbox_gap_norm=0.5273;xy_overlap_ratio=0.0000;local_vertical_gap_norm=None;subject_vertical_aspect=0.2636;local_object_points=0,,,,,,
PV-0159,object --lying on--> wall,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0159.png,local_dataset/qwen_vl_crops/full_validation/41385849-a238-2435-81d0-ceb0eba4541a_2/73_39/pair_view_000.png,ambiguous,low,pose_subtype_uncertain,lying_contact_or_pose_uncertain,center_dz_norm=-0.2477;bbox_gap_norm=0.0000;xy_overlap_ratio=1.0000;local_vertical_gap_norm=-1.1131;subject_vertical_aspect=5.4014;local_object_points=455,,,,,,
PV-0160,screen --higher than--> coffee table,relative_vertical,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0160.png,,ambiguous,low,vertical_order_near_tie,directed_center_height_margin_near_zero,center_dz_norm=-0.0550;bbox_gap_norm=4.6001;xy_overlap_ratio=0.0000;local_vertical_gap_norm=None;subject_vertical_aspect=1.0407;local_object_points=0,,,,,,
PV-0161,plant --higher than--> stool,relative_vertical,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0161.png,local_dataset/qwen_vl_crops/full_validation/ddc7379b-765b-241a-9f45-c37e41608726_4/49_27/pair_view_000.png,physically_valid,high,vertical_order_consistent,directed_center_height_margin_ge_0.50,center_dz_norm=1.4465;bbox_gap_norm=1.3194;xy_overlap_ratio=0.0000;local_vertical_gap_norm=None;subject_vertical_aspect=1.1773;local_object_points=0,,,,,,
PV-0162,pillow --close by--> radiator,proximity,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0162.png,,physically_invalid,high,distance_inconsistent,robust_bbox_gap_norm_ge_1.00,center_dz_norm=-0.1108;bbox_gap_norm=2.0751;xy_overlap_ratio=0.0000;local_vertical_gap_norm=None;subject_vertical_aspect=0.5527;local_object_points=0,,,,,,
PV-0163,picture --standing on--> floor,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0163.png,local_dataset/qwen_vl_crops/full_validation/f2c76feb-2239-29d0-8418-72b6051fc144_1/23_1/pair_view_000.png,ambiguous,low,support_configuration_uncertain,standing_contact_or_pose_uncertain,center_dz_norm=0.4123;bbox_gap_norm=0.3767;xy_overlap_ratio=1.0000;local_vertical_gap_norm=0.3835;subject_vertical_aspect=1.0870;local_object_points=11,,,,,,
PV-0164,cabinet --supported by--> ceiling,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0164.png,,ambiguous,low,support_configuration_uncertain,contact_band_or_footprint_uncertain,center_dz_norm=-0.4016;bbox_gap_norm=0.1999;xy_overlap_ratio=0.9583;local_vertical_gap_norm=-0.8908;subject_vertical_aspect=0.9924;local_object_points=422,,,,,,
PV-0165,kitchen cabinet --supported by--> floor,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0165.png,local_dataset/qwen_vl_crops/full_validation/8eabc45f-5af7-2f32-8528-640861d2a135_7/47_1/pair_view_000.png,physically_valid,high,contact_or_support_consistent,local_support_surface_contact,center_dz_norm=0.1267;bbox_gap_norm=0.0000;xy_overlap_ratio=0.8535;local_vertical_gap_norm=-0.0003;subject_vertical_aspect=0.6139;local_object_points=188,,,,,,
PV-0166,frame --standing on--> floor,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0166.png,local_dataset/qwen_vl_crops/full_validation/1d2f850c-d757-207c-8fba-60b90a7d4691_2/52_1/pair_view_000.png,ambiguous,low,support_configuration_uncertain,standing_contact_or_pose_uncertain,center_dz_norm=0.4575;bbox_gap_norm=0.3954;xy_overlap_ratio=0.0000;local_vertical_gap_norm=0.3973;subject_vertical_aspect=1.0000;local_object_points=37,,,,,,
PV-0167,light --close by--> lamp,proximity,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0167.png,,physically_invalid,high,distance_inconsistent,robust_bbox_gap_norm_ge_1.00,center_dz_norm=1.8798;bbox_gap_norm=2.1228;xy_overlap_ratio=0.0000;local_vertical_gap_norm=None;subject_vertical_aspect=0.5489;local_object_points=0,,,,,,
PV-0168,pillow --higher than--> cabinet,relative_vertical,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0168.png,,physically_invalid,high,vertical_order_inconsistent,directed_center_height_reversed_le_-0.40,center_dz_norm=-0.8742;bbox_gap_norm=2.4473;xy_overlap_ratio=0.0000;local_vertical_gap_norm=None;subject_vertical_aspect=0.4584;local_object_points=0,,,,,,
PV-0169,heater --higher than--> wall,relative_vertical,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0169.png,,physically_invalid,high,vertical_order_inconsistent,directed_center_height_reversed_le_-0.40,center_dz_norm=-1.1080;bbox_gap_norm=0.7212;xy_overlap_ratio=0.0000;local_vertical_gap_norm=None;subject_vertical_aspect=2.0079;local_object_points=0,,,,,,
PV-0170,wall --higher than--> floor,relative_vertical,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0170.png,local_dataset/qwen_vl_crops/full_validation/5341b7e3-8a66-2cdd-8709-66a2159f0017_3/16_1/pair_view_000.png,physically_valid,medium,vertical_order_consistent,directed_center_height_margin_ge_0.18,center_dz_norm=0.3925;bbox_gap_norm=0.2697;xy_overlap_ratio=0.0000;local_vertical_gap_norm=0.2290;subject_vertical_aspect=0.7833;local_object_points=24,,,,,,
PV-0171,cabinet --standing on--> item,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0171.png,local_dataset/qwen_vl_crops/full_validation/4a9a43d4-7736-2874-87a6-0c3089281af8_1/9_60/pair_view_000.png,ambiguous,low,support_configuration_uncertain,standing_contact_or_pose_uncertain,center_dz_norm=-0.6781;bbox_gap_norm=0.0000;xy_overlap_ratio=1.0000;local_vertical_gap_norm=-1.4670;subject_vertical_aspect=2.4640;local_object_points=407,,,,,,
PV-0172,hand dryer --lower than--> trash can,relative_vertical,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0172.png,,physically_invalid,high,vertical_order_inconsistent,directed_center_height_reversed_le_-0.40,center_dz_norm=2.2892;bbox_gap_norm=1.6984;xy_overlap_ratio=0.4289;local_vertical_gap_norm=1.6615;subject_vertical_aspect=1.0839;local_object_points=282,,,,,,
PV-0173,floor --higher than--> cushion,relative_vertical,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0173.png,local_dataset/qwen_vl_crops/full_validation/ddc73797-765b-241a-9e2c-097c5989baf6_4/1_101/pair_view_000.png,physically_invalid,medium,vertical_order_inconsistent,directed_center_height_reversed_le_-0.12,center_dz_norm=-0.1994;bbox_gap_norm=0.0982;xy_overlap_ratio=1.0000;local_vertical_gap_norm=-0.2421;subject_vertical_aspect=0.0244;local_object_points=212,,,,,,
PV-0174,wall --standing on--> floor,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0174.png,local_dataset/qwen_vl_crops/full_validation/75c25989-9ca2-2844-97b4-31b81f7554b8_2/2_1/pair_view_000.png,physically_valid,high,standing_support_consistent,support_contact_plus_vertical_pose,center_dz_norm=0.2568;bbox_gap_norm=0.0507;xy_overlap_ratio=0.6273;local_vertical_gap_norm=0.0508;subject_vertical_aspect=0.6594;local_object_points=594,,,,,,
PV-0175,floor --higher than--> lamp,relative_vertical,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0175.png,local_dataset/qwen_vl_crops/full_validation/ea318260-0a4c-2749-9389-4c16c782c4b1_6/1_7/pair_view_000.png,physically_invalid,medium,vertical_order_inconsistent,directed_center_height_reversed_le_-0.12,center_dz_norm=-0.2577;bbox_gap_norm=0.0250;xy_overlap_ratio=0.9173;local_vertical_gap_norm=-0.3762;subject_vertical_aspect=0.0269;local_object_points=1244,,,,,,
PV-0176,vase --standing on--> couch,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0176.png,,physically_invalid,high,contact_or_support_missing,standing_support_separated,center_dz_norm=0.6360;bbox_gap_norm=1.1421;xy_overlap_ratio=0.0000;local_vertical_gap_norm=None;subject_vertical_aspect=4.2583;local_object_points=0,,,,,,
PV-0177,floor --close by--> laundry basket,proximity,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0177.png,local_dataset/qwen_vl_crops/full_validation/9766cbf7-6321-2e2f-81e1-2b46533c64dd_2/1_500/pair_view_000.png,physically_valid,high,distance_consistent,robust_bbox_gap_norm_le_0.15,center_dz_norm=-0.0804;bbox_gap_norm=0.0032;xy_overlap_ratio=1.0000;local_vertical_gap_norm=-0.1768;subject_vertical_aspect=0.0636;local_object_points=1016,,,,,,
PV-0178,counter --standing on--> cabinet,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0178.png,,ambiguous,low,pose_subtype_uncertain,support_contact_but_flat_subject,center_dz_norm=0.2586;bbox_gap_norm=0.0000;xy_overlap_ratio=0.7984;local_vertical_gap_norm=-0.0082;subject_vertical_aspect=0.0504;local_object_points=1317,,,,,,
PV-0179,shelf --close by--> light,proximity,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0179.png,,physically_invalid,high,distance_inconsistent,robust_bbox_gap_norm_ge_1.00,center_dz_norm=-1.4165;bbox_gap_norm=1.0582;xy_overlap_ratio=0.0000;local_vertical_gap_norm=None;subject_vertical_aspect=0.6252;local_object_points=0,,,,,,
PV-0180,floor --standing on--> wall,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0180.png,local_dataset/qwen_vl_crops/full_validation/9766cbe5-6321-2e2f-8040-4e5b7a5d8ba1_4/1_2/pair_view_000.png,ambiguous,low,support_configuration_uncertain,standing_contact_or_pose_uncertain,center_dz_norm=-0.4022;bbox_gap_norm=0.0000;xy_overlap_ratio=0.4826;local_vertical_gap_norm=-0.6730;subject_vertical_aspect=0.0664;local_object_points=826,,,,,,
PV-0181,floor --higher than--> ceiling,relative_vertical,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0181.png,local_dataset/qwen_vl_crops/full_validation/c2d99345-1947-2fbf-818d-90ea82acef29_2/1_6/pair_view_000.png,physically_invalid,high,vertical_order_inconsistent,directed_center_height_reversed_le_-0.40,center_dz_norm=-0.5249;bbox_gap_norm=0.5086;xy_overlap_ratio=1.0000;local_vertical_gap_norm=-0.5441;subject_vertical_aspect=0.0351;local_object_points=1510,,,,,,
PV-0182,backpack --lying on--> floor,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0182.png,local_dataset/qwen_vl_crops/full_validation/38770ca1-86d7-27b8-8619-ab66f67d9adf_7/38_1/pair_view_000.png,ambiguous,low,pose_subtype_uncertain,lying_contact_or_pose_uncertain,center_dz_norm=0.0623;bbox_gap_norm=0.0000;xy_overlap_ratio=1.0000;local_vertical_gap_norm=-0.0240;subject_vertical_aspect=0.8196;local_object_points=87,,,,,,
PV-0183,lamp --close by--> curtain,proximity,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0183.png,,physically_invalid,medium,distance_inconsistent,robust_bbox_gap_norm_ge_0.65,center_dz_norm=-0.1752;bbox_gap_norm=0.7453;xy_overlap_ratio=0.0000;local_vertical_gap_norm=None;subject_vertical_aspect=0.7241;local_object_points=0,,,,,,
PV-0184,pillow --standing on--> floor,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0184.png,local_dataset/qwen_vl_crops/full_validation/280d8ebb-6cc6-2788-9153-98959a2da801_2/47_1/pair_view_000.png,ambiguous,low,support_configuration_uncertain,standing_contact_or_pose_uncertain,center_dz_norm=0.0949;bbox_gap_norm=0.1251;xy_overlap_ratio=0.0000;local_vertical_gap_norm=0.0495;subject_vertical_aspect=0.3446;local_object_points=14,,,,,,
PV-0185,kitchen cabinet --close by--> wall,proximity,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0185.png,,physically_valid,medium,distance_consistent,robust_bbox_gap_norm_le_0.45,center_dz_norm=0.1002;bbox_gap_norm=0.3891;xy_overlap_ratio=0.0000;local_vertical_gap_norm=None;subject_vertical_aspect=0.6180;local_object_points=0,,,,,,
PV-0186,side table --lying on--> floor,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0186.png,local_dataset/qwen_vl_crops/full_validation/2451c048-fae8-24f6-9043-f1604dbada2c_3/16_1/pair_view_000.png,physically_valid,medium,lying_support_consistent,support_contact_plus_flat_pose,center_dz_norm=0.0941;bbox_gap_norm=0.0000;xy_overlap_ratio=1.0000;local_vertical_gap_norm=-0.0245;subject_vertical_aspect=0.5651;local_object_points=44,,,,,,
PV-0187,pillow --standing on--> tv stand,support_contact,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0187.png,,physically_invalid,high,contact_or_support_missing,standing_support_separated,center_dz_norm=0.4662;bbox_gap_norm=2.3796;xy_overlap_ratio=0.0000;local_vertical_gap_norm=None;subject_vertical_aspect=0.7517;local_object_points=0,,,,,,
