audit_id,relation,predicate_label,predicate_family,rgb_pair_crop_path,geometry_projection_path,pair_ply_path,physical_validity_label,confidence,primary_reason_code,evidence_sufficient,notes,reviewer_id,reviewed_at
PV-0133,couch --lying on--> shelf,lying on,support_contact,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0133.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0133.ply,physically_invalid,medium,contact_or_support_missing,True,codex_blinded_proxy:lying_support_separated;center_dz_norm=-0.1007;bbox_gap_norm=0.6377;xy_overlap_ratio=0.0000;local_vertical_gap_norm=None;subject_vertical_aspect=0.4463;local_object_points=0,codex_blinded_proxy_v1,2026-07-10T06:52:58.975530+00:00
PV-0134,chair --close by--> chair,close by,proximity,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0134.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0134.ply,physically_invalid,high,distance_inconsistent,True,codex_blinded_proxy:robust_bbox_gap_norm_ge_1.00;center_dz_norm=-0.0001;bbox_gap_norm=1.0436;xy_overlap_ratio=0.0000;local_vertical_gap_norm=None;subject_vertical_aspect=0.9983;local_object_points=0,codex_blinded_proxy_v1,2026-07-10T06:52:58.977089+00:00
PV-0135,wall --close by--> armchair,close by,proximity,local_dataset/qwen_vl_crops/full_validation/a0905fd9-66f7-2272-9dfb-0483fdcc54c7_1/7_5/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0135.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0135.ply,physically_valid,high,distance_consistent,True,codex_blinded_proxy:robust_bbox_gap_norm_le_0.15;center_dz_norm=0.4928;bbox_gap_norm=0.0995;xy_overlap_ratio=0.0000;local_vertical_gap_norm=-0.3463;subject_vertical_aspect=1.0163;local_object_points=60,codex_blinded_proxy_v1,2026-07-10T06:52:58.979740+00:00
PV-0136,fruit plate --higher than--> chair,higher than,relative_vertical,local_dataset/qwen_vl_crops/full_validation/bf9a3de9-45a5-2e80-8022-277108d67404_1/33_7/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0136.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0136.ply,physically_valid,high,vertical_order_consistent,True,codex_blinded_proxy:directed_center_height_margin_ge_0.50;center_dz_norm=0.5590;bbox_gap_norm=0.2792;xy_overlap_ratio=0.0000;local_vertical_gap_norm=None;subject_vertical_aspect=1.2629;local_object_points=0,codex_blinded_proxy_v1,2026-07-10T06:52:58.980959+00:00
PV-0137,lamp --higher than--> plant,higher than,relative_vertical,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0137.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0137.ply,physically_valid,high,vertical_order_consistent,True,codex_blinded_proxy:directed_center_height_margin_ge_0.50;center_dz_norm=2.7178;bbox_gap_norm=2.3407;xy_overlap_ratio=0.9333;local_vertical_gap_norm=2.3383;subject_vertical_aspect=0.8841;local_object_points=561,codex_blinded_proxy_v1,2026-07-10T06:52:58.981914+00:00
PV-0138,wall --close by--> wall,close by,proximity,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0138.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0138.ply,physically_invalid,high,distance_inconsistent,True,codex_blinded_proxy:robust_bbox_gap_norm_ge_1.00;center_dz_norm=-0.0490;bbox_gap_norm=1.2178;xy_overlap_ratio=0.0000;local_vertical_gap_norm=None;subject_vertical_aspect=3.0598;local_object_points=0,codex_blinded_proxy_v1,2026-07-10T06:52:58.983909+00:00
PV-0139,picture --standing on--> table,standing on,support_contact,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0139.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0139.ply,physically_invalid,high,contact_or_support_missing,True,codex_blinded_proxy:standing_support_separated;center_dz_norm=1.0639;bbox_gap_norm=0.9474;xy_overlap_ratio=0.0000;local_vertical_gap_norm=None;subject_vertical_aspect=0.5723;local_object_points=0,codex_blinded_proxy_v1,2026-07-10T06:52:58.985540+00:00
PV-0140,window --lying on--> curtain,lying on,support_contact,local_dataset/qwen_vl_crops/full_validation/c2d9933d-1947-2fbf-81fa-c8a7f9625eea_1/11_10/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0140.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0140.ply,ambiguous,low,pose_subtype_uncertain,True,codex_blinded_proxy:lying_contact_or_pose_uncertain;center_dz_norm=-0.2517;bbox_gap_norm=0.0000;xy_overlap_ratio=0.0000;local_vertical_gap_norm=-0.7496;subject_vertical_aspect=3.5435;local_object_points=146,codex_blinded_proxy_v1,2026-07-10T06:52:58.987192+00:00
PV-0141,chair --supported by--> table lamp,supported by,support_contact,local_dataset/qwen_vl_crops/full_validation/0988ea72-eb32-2e61-8344-99e2283c2728_2/34_36/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0141.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0141.ply,physically_invalid,medium,contact_or_support_missing,True,codex_blinded_proxy:pair_or_vertical_separation;center_dz_norm=-0.6575;bbox_gap_norm=0.3372;xy_overlap_ratio=0.0000;local_vertical_gap_norm=None;subject_vertical_aspect=0.9780;local_object_points=0,codex_blinded_proxy_v1,2026-07-10T06:52:58.988362+00:00
PV-0142,wall --close by--> counter,close by,proximity,local_dataset/qwen_vl_crops/full_validation/4138585b-a238-2435-810b-9728fc989b2f_1/11_7/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0142.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0142.ply,physically_valid,high,distance_consistent,True,codex_blinded_proxy:robust_bbox_gap_norm_le_0.15;center_dz_norm=0.2662;bbox_gap_norm=0.0185;xy_overlap_ratio=0.6773;local_vertical_gap_norm=0.0173;subject_vertical_aspect=0.7380;local_object_points=909,codex_blinded_proxy_v1,2026-07-10T06:52:58.990379+00:00
PV-0143,pillow --close by--> pillow,close by,proximity,local_dataset/qwen_vl_crops/full_validation/f2c76ff1-2239-29d0-87f5-8a0346584384_1/36_33/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0143.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0143.ply,ambiguous,low,distance_context_dependent,True,codex_blinded_proxy:robust_bbox_gap_norm_mid_band;center_dz_norm=0.1582;bbox_gap_norm=0.6053;xy_overlap_ratio=0.0000;local_vertical_gap_norm=None;subject_vertical_aspect=0.7879;local_object_points=0,codex_blinded_proxy_v1,2026-07-10T06:52:58.990809+00:00
PV-0144,couch table --close by--> cabinet,close by,proximity,local_dataset/qwen_vl_crops/full_validation/c7895f07-339c-2d13-8176-7418b6e8d7ce_6/15_22/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0144.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0144.ply,physically_valid,medium,distance_consistent,True,codex_blinded_proxy:robust_bbox_gap_norm_le_0.45;center_dz_norm=-0.4610;bbox_gap_norm=0.4283;xy_overlap_ratio=0.0000;local_vertical_gap_norm=None;subject_vertical_aspect=0.4031;local_object_points=0,codex_blinded_proxy_v1,2026-07-10T06:52:58.993297+00:00
PV-0145,tv --lying on--> floor,lying on,support_contact,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0145.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0145.ply,ambiguous,low,pose_subtype_uncertain,True,codex_blinded_proxy:lying_contact_or_pose_uncertain;center_dz_norm=0.3637;bbox_gap_norm=0.3294;xy_overlap_ratio=0.0000;local_vertical_gap_norm=0.1762;subject_vertical_aspect=0.6494;local_object_points=16,codex_blinded_proxy_v1,2026-07-10T06:52:58.994875+00:00
PV-0146,floor --standing on--> shelf,standing on,support_contact,local_dataset/qwen_vl_crops/full_validation/41385849-a238-2435-81d0-ceb0eba4541a_1/1_59/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0146.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0146.ply,ambiguous,low,pose_subtype_uncertain,True,codex_blinded_proxy:support_contact_but_flat_subject;center_dz_norm=-0.0880;bbox_gap_norm=0.0428;xy_overlap_ratio=0.2308;local_vertical_gap_norm=-0.1218;subject_vertical_aspect=0.0329;local_object_points=244,codex_blinded_proxy_v1,2026-07-10T06:52:58.998954+00:00
PV-0147,window --higher than--> table,higher than,relative_vertical,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0147.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0147.ply,physically_invalid,medium,vertical_order_inconsistent,True,codex_blinded_proxy:directed_center_height_reversed_le_-0.12;center_dz_norm=-0.3153;bbox_gap_norm=0.2590;xy_overlap_ratio=0.0000;local_vertical_gap_norm=None;subject_vertical_aspect=2.5662;local_object_points=0,codex_blinded_proxy_v1,2026-07-10T06:52:59.000569+00:00
PV-0148,wall --lower than--> shoe rack,lower than,relative_vertical,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0148.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0148.ply,physically_invalid,high,vertical_order_inconsistent,True,codex_blinded_proxy:directed_center_height_reversed_le_-0.40;center_dz_norm=1.4596;bbox_gap_norm=2.2992;xy_overlap_ratio=0.0000;local_vertical_gap_norm=None;subject_vertical_aspect=0.2453;local_object_points=0,codex_blinded_proxy_v1,2026-07-10T06:52:59.001617+00:00
PV-0149,floor --higher than--> lamp,higher than,relative_vertical,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0149.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0149.ply,physically_invalid,high,vertical_order_inconsistent,True,codex_blinded_proxy:directed_center_height_reversed_le_-0.40;center_dz_norm=-1.1682;bbox_gap_norm=1.1274;xy_overlap_ratio=1.0000;local_vertical_gap_norm=-1.3322;subject_vertical_aspect=0.0407;local_object_points=660,codex_blinded_proxy_v1,2026-07-10T06:52:59.003333+00:00
PV-0150,kitchen cabinet --higher than--> commode,higher than,relative_vertical,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0150.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0150.ply,physically_valid,high,vertical_order_consistent,True,codex_blinded_proxy:directed_center_height_margin_ge_0.50;center_dz_norm=1.0683;bbox_gap_norm=0.4718;xy_overlap_ratio=0.0000;local_vertical_gap_norm=None;subject_vertical_aspect=0.8949;local_object_points=0,codex_blinded_proxy_v1,2026-07-10T06:52:59.005807+00:00
PV-0151,shelf --standing on--> blanket,standing on,support_contact,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0151.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0151.ply,physically_invalid,high,contact_or_support_missing,True,codex_blinded_proxy:standing_support_separated;center_dz_norm=0.5479;bbox_gap_norm=2.5315;xy_overlap_ratio=0.0000;local_vertical_gap_norm=None;subject_vertical_aspect=0.1906;local_object_points=0,codex_blinded_proxy_v1,2026-07-10T06:52:59.006387+00:00
PV-0152,cabinet --close by--> tv,close by,proximity,local_dataset/qwen_vl_crops/full_validation/6e67e550-1209-2cd0-8294-7cc2564cf82c_1/13_43/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0152.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0152.ply,physically_valid,medium,distance_consistent,True,codex_blinded_proxy:robust_bbox_gap_norm_le_0.45;center_dz_norm=0.7223;bbox_gap_norm=0.1823;xy_overlap_ratio=0.0000;local_vertical_gap_norm=None;subject_vertical_aspect=2.7732;local_object_points=0,codex_blinded_proxy_v1,2026-07-10T06:52:59.008812+00:00
PV-0153,basket --standing on--> shelf,standing on,support_contact,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0153.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0153.ply,physically_invalid,high,contact_or_support_missing,True,codex_blinded_proxy:standing_support_separated;center_dz_norm=-1.1161;bbox_gap_norm=2.8373;xy_overlap_ratio=0.0000;local_vertical_gap_norm=None;subject_vertical_aspect=0.5882;local_object_points=0,codex_blinded_proxy_v1,2026-07-10T06:52:59.009868+00:00
PV-0154,wall --higher than--> pillow,higher than,relative_vertical,local_dataset/qwen_vl_crops/full_validation/f2c76fe5-2239-29d0-8593-1a2555125595_3/26_39/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0154.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0154.ply,physically_valid,medium,vertical_order_consistent,True,codex_blinded_proxy:directed_center_height_margin_ge_0.18;center_dz_norm=0.4272;bbox_gap_norm=0.0667;xy_overlap_ratio=0.0000;local_vertical_gap_norm=0.0378;subject_vertical_aspect=0.3386;local_object_points=27,codex_blinded_proxy_v1,2026-07-10T06:52:59.011230+00:00
PV-0155,armchair --lying on--> floor,lying on,support_contact,local_dataset/qwen_vl_crops/full_validation/20c993bf-698f-29c5-8549-a69fd169c1e1_1/40_1/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0155.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0155.ply,ambiguous,low,pose_subtype_uncertain,True,codex_blinded_proxy:lying_contact_or_pose_uncertain;center_dz_norm=0.1336;bbox_gap_norm=0.0099;xy_overlap_ratio=1.0000;local_vertical_gap_norm=-0.0008;subject_vertical_aspect=0.9470;local_object_points=303,codex_blinded_proxy_v1,2026-07-10T06:52:59.013529+00:00
PV-0156,floor --lying on--> lamp,lying on,support_contact,local_dataset/qwen_vl_crops/full_validation/c7895f27-339c-2d13-836b-c12dca280261_4/1_42/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0156.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0156.ply,physically_invalid,medium,contact_or_support_missing,True,codex_blinded_proxy:lying_support_separated;center_dz_norm=-0.3419;bbox_gap_norm=0.3673;xy_overlap_ratio=0.0000;local_vertical_gap_norm=None;subject_vertical_aspect=0.0192;local_object_points=0,codex_blinded_proxy_v1,2026-07-10T06:52:59.015091+00:00
PV-0157,box --lower than--> wall,lower than,relative_vertical,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0157.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0157.ply,physically_invalid,high,vertical_order_inconsistent,True,codex_blinded_proxy:directed_center_height_reversed_le_-0.40;center_dz_norm=2.1904;bbox_gap_norm=1.5385;xy_overlap_ratio=0.0000;local_vertical_gap_norm=1.5282;subject_vertical_aspect=0.7630;local_object_points=104,codex_blinded_proxy_v1,2026-07-10T06:52:59.015735+00:00
PV-0158,pack --lying on--> microwave,lying on,support_contact,local_dataset/qwen_vl_crops/full_validation/7747a50c-9431-24e8-877d-e60c3a341cc2_5/52_54/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0158.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0158.ply,physically_invalid,medium,contact_or_support_missing,True,codex_blinded_proxy:lying_support_separated;center_dz_norm=-0.3288;bbox_gap_norm=0.5273;xy_overlap_ratio=0.0000;local_vertical_gap_norm=None;subject_vertical_aspect=0.2636;local_object_points=0,codex_blinded_proxy_v1,2026-07-10T06:52:59.016482+00:00
PV-0159,object --lying on--> wall,lying on,support_contact,local_dataset/qwen_vl_crops/full_validation/41385849-a238-2435-81d0-ceb0eba4541a_2/73_39/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0159.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0159.ply,ambiguous,low,pose_subtype_uncertain,True,codex_blinded_proxy:lying_contact_or_pose_uncertain;center_dz_norm=-0.2477;bbox_gap_norm=0.0000;xy_overlap_ratio=1.0000;local_vertical_gap_norm=-1.1131;subject_vertical_aspect=5.4014;local_object_points=455,codex_blinded_proxy_v1,2026-07-10T06:52:59.017691+00:00
PV-0160,screen --higher than--> coffee table,higher than,relative_vertical,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0160.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0160.ply,ambiguous,low,vertical_order_near_tie,True,codex_blinded_proxy:directed_center_height_margin_near_zero;center_dz_norm=-0.0550;bbox_gap_norm=4.6001;xy_overlap_ratio=0.0000;local_vertical_gap_norm=None;subject_vertical_aspect=1.0407;local_object_points=0,codex_blinded_proxy_v1,2026-07-10T06:52:59.018193+00:00
PV-0161,plant --higher than--> stool,higher than,relative_vertical,local_dataset/qwen_vl_crops/full_validation/ddc7379b-765b-241a-9f45-c37e41608726_4/49_27/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0161.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0161.ply,physically_valid,high,vertical_order_consistent,True,codex_blinded_proxy:directed_center_height_margin_ge_0.50;center_dz_norm=1.4465;bbox_gap_norm=1.3194;xy_overlap_ratio=0.0000;local_vertical_gap_norm=None;subject_vertical_aspect=1.1773;local_object_points=0,codex_blinded_proxy_v1,2026-07-10T06:52:59.018462+00:00
PV-0162,pillow --close by--> radiator,close by,proximity,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0162.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0162.ply,physically_invalid,high,distance_inconsistent,True,codex_blinded_proxy:robust_bbox_gap_norm_ge_1.00;center_dz_norm=-0.1108;bbox_gap_norm=2.0751;xy_overlap_ratio=0.0000;local_vertical_gap_norm=None;subject_vertical_aspect=0.5527;local_object_points=0,codex_blinded_proxy_v1,2026-07-10T06:52:59.019372+00:00
PV-0163,picture --standing on--> floor,standing on,support_contact,local_dataset/qwen_vl_crops/full_validation/f2c76feb-2239-29d0-8418-72b6051fc144_1/23_1/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0163.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0163.ply,ambiguous,low,support_configuration_uncertain,True,codex_blinded_proxy:standing_contact_or_pose_uncertain;center_dz_norm=0.4123;bbox_gap_norm=0.3767;xy_overlap_ratio=1.0000;local_vertical_gap_norm=0.3835;subject_vertical_aspect=1.0870;local_object_points=11,codex_blinded_proxy_v1,2026-07-10T06:52:59.020732+00:00
PV-0164,cabinet --supported by--> ceiling,supported by,support_contact,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0164.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0164.ply,ambiguous,low,support_configuration_uncertain,True,codex_blinded_proxy:contact_band_or_footprint_uncertain;center_dz_norm=-0.4016;bbox_gap_norm=0.1999;xy_overlap_ratio=0.9583;local_vertical_gap_norm=-0.8908;subject_vertical_aspect=0.9924;local_object_points=422,codex_blinded_proxy_v1,2026-07-10T06:52:59.022406+00:00
PV-0165,kitchen cabinet --supported by--> floor,supported by,support_contact,local_dataset/qwen_vl_crops/full_validation/8eabc45f-5af7-2f32-8528-640861d2a135_7/47_1/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0165.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0165.ply,physically_valid,high,contact_or_support_consistent,True,codex_blinded_proxy:local_support_surface_contact;center_dz_norm=0.1267;bbox_gap_norm=0.0000;xy_overlap_ratio=0.8535;local_vertical_gap_norm=-0.0003;subject_vertical_aspect=0.6139;local_object_points=188,codex_blinded_proxy_v1,2026-07-10T06:52:59.024907+00:00
PV-0166,frame --standing on--> floor,standing on,support_contact,local_dataset/qwen_vl_crops/full_validation/1d2f850c-d757-207c-8fba-60b90a7d4691_2/52_1/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0166.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0166.ply,ambiguous,low,support_configuration_uncertain,True,codex_blinded_proxy:standing_contact_or_pose_uncertain;center_dz_norm=0.4575;bbox_gap_norm=0.3954;xy_overlap_ratio=0.0000;local_vertical_gap_norm=0.3973;subject_vertical_aspect=1.0000;local_object_points=37,codex_blinded_proxy_v1,2026-07-10T06:52:59.026466+00:00
PV-0167,light --close by--> lamp,close by,proximity,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0167.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0167.ply,physically_invalid,high,distance_inconsistent,True,codex_blinded_proxy:robust_bbox_gap_norm_ge_1.00;center_dz_norm=1.8798;bbox_gap_norm=2.1228;xy_overlap_ratio=0.0000;local_vertical_gap_norm=None;subject_vertical_aspect=0.5489;local_object_points=0,codex_blinded_proxy_v1,2026-07-10T06:52:59.027259+00:00
PV-0168,pillow --higher than--> cabinet,higher than,relative_vertical,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0168.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0168.ply,physically_invalid,high,vertical_order_inconsistent,True,codex_blinded_proxy:directed_center_height_reversed_le_-0.40;center_dz_norm=-0.8742;bbox_gap_norm=2.4473;xy_overlap_ratio=0.0000;local_vertical_gap_norm=None;subject_vertical_aspect=0.4584;local_object_points=0,codex_blinded_proxy_v1,2026-07-10T06:52:59.028558+00:00
PV-0169,heater --higher than--> wall,higher than,relative_vertical,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0169.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0169.ply,physically_invalid,high,vertical_order_inconsistent,True,codex_blinded_proxy:directed_center_height_reversed_le_-0.40;center_dz_norm=-1.1080;bbox_gap_norm=0.7212;xy_overlap_ratio=0.0000;local_vertical_gap_norm=None;subject_vertical_aspect=2.0079;local_object_points=0,codex_blinded_proxy_v1,2026-07-10T06:52:59.029576+00:00
PV-0170,wall --higher than--> floor,higher than,relative_vertical,local_dataset/qwen_vl_crops/full_validation/5341b7e3-8a66-2cdd-8709-66a2159f0017_3/16_1/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0170.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0170.ply,physically_valid,medium,vertical_order_consistent,True,codex_blinded_proxy:directed_center_height_margin_ge_0.18;center_dz_norm=0.3925;bbox_gap_norm=0.2697;xy_overlap_ratio=0.0000;local_vertical_gap_norm=0.2290;subject_vertical_aspect=0.7833;local_object_points=24,codex_blinded_proxy_v1,2026-07-10T06:52:59.031400+00:00
PV-0171,cabinet --standing on--> item,standing on,support_contact,local_dataset/qwen_vl_crops/full_validation/4a9a43d4-7736-2874-87a6-0c3089281af8_1/9_60/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0171.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0171.ply,ambiguous,low,support_configuration_uncertain,True,codex_blinded_proxy:standing_contact_or_pose_uncertain;center_dz_norm=-0.6781;bbox_gap_norm=0.0000;xy_overlap_ratio=1.0000;local_vertical_gap_norm=-1.4670;subject_vertical_aspect=2.4640;local_object_points=407,codex_blinded_proxy_v1,2026-07-10T06:52:59.032935+00:00
PV-0172,hand dryer --lower than--> trash can,lower than,relative_vertical,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0172.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0172.ply,physically_invalid,high,vertical_order_inconsistent,True,codex_blinded_proxy:directed_center_height_reversed_le_-0.40;center_dz_norm=2.2892;bbox_gap_norm=1.6984;xy_overlap_ratio=0.4289;local_vertical_gap_norm=1.6615;subject_vertical_aspect=1.0839;local_object_points=282,codex_blinded_proxy_v1,2026-07-10T06:52:59.033825+00:00
PV-0173,floor --higher than--> cushion,higher than,relative_vertical,local_dataset/qwen_vl_crops/full_validation/ddc73797-765b-241a-9e2c-097c5989baf6_4/1_101/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0173.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0173.ply,physically_invalid,medium,vertical_order_inconsistent,True,codex_blinded_proxy:directed_center_height_reversed_le_-0.12;center_dz_norm=-0.1994;bbox_gap_norm=0.0982;xy_overlap_ratio=1.0000;local_vertical_gap_norm=-0.2421;subject_vertical_aspect=0.0244;local_object_points=212,codex_blinded_proxy_v1,2026-07-10T06:52:59.035289+00:00
PV-0174,wall --standing on--> floor,standing on,support_contact,local_dataset/qwen_vl_crops/full_validation/75c25989-9ca2-2844-97b4-31b81f7554b8_2/2_1/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0174.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0174.ply,physically_valid,high,standing_support_consistent,True,codex_blinded_proxy:support_contact_plus_vertical_pose;center_dz_norm=0.2568;bbox_gap_norm=0.0507;xy_overlap_ratio=0.6273;local_vertical_gap_norm=0.0508;subject_vertical_aspect=0.6594;local_object_points=594,codex_blinded_proxy_v1,2026-07-10T06:52:59.037778+00:00
PV-0175,floor --higher than--> lamp,higher than,relative_vertical,local_dataset/qwen_vl_crops/full_validation/ea318260-0a4c-2749-9389-4c16c782c4b1_6/1_7/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0175.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0175.ply,physically_invalid,medium,vertical_order_inconsistent,True,codex_blinded_proxy:directed_center_height_reversed_le_-0.12;center_dz_norm=-0.2577;bbox_gap_norm=0.0250;xy_overlap_ratio=0.9173;local_vertical_gap_norm=-0.3762;subject_vertical_aspect=0.0269;local_object_points=1244,codex_blinded_proxy_v1,2026-07-10T06:52:59.039891+00:00
PV-0176,vase --standing on--> couch,standing on,support_contact,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0176.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0176.ply,physically_invalid,high,contact_or_support_missing,True,codex_blinded_proxy:standing_support_separated;center_dz_norm=0.6360;bbox_gap_norm=1.1421;xy_overlap_ratio=0.0000;local_vertical_gap_norm=None;subject_vertical_aspect=4.2583;local_object_points=0,codex_blinded_proxy_v1,2026-07-10T06:52:59.041366+00:00
PV-0177,floor --close by--> laundry basket,close by,proximity,local_dataset/qwen_vl_crops/full_validation/9766cbf7-6321-2e2f-81e1-2b46533c64dd_2/1_500/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0177.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0177.ply,physically_valid,high,distance_consistent,True,codex_blinded_proxy:robust_bbox_gap_norm_le_0.15;center_dz_norm=-0.0804;bbox_gap_norm=0.0032;xy_overlap_ratio=1.0000;local_vertical_gap_norm=-0.1768;subject_vertical_aspect=0.0636;local_object_points=1016,codex_blinded_proxy_v1,2026-07-10T06:52:59.043396+00:00
PV-0178,counter --standing on--> cabinet,standing on,support_contact,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0178.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0178.ply,ambiguous,low,pose_subtype_uncertain,True,codex_blinded_proxy:support_contact_but_flat_subject;center_dz_norm=0.2586;bbox_gap_norm=0.0000;xy_overlap_ratio=0.7984;local_vertical_gap_norm=-0.0082;subject_vertical_aspect=0.0504;local_object_points=1317,codex_blinded_proxy_v1,2026-07-10T06:52:59.045329+00:00
