audit_id,relation,predicate_label,predicate_family,rgb_pair_crop_path,geometry_projection_path,pair_ply_path,physical_validity_label,confidence,primary_reason_code,evidence_sufficient,notes,reviewer_id,reviewed_at
PV-0315,plant --supported by--> floor,supported by,support_contact,local_dataset/qwen_vl_crops/full_validation/4fbad32f-465b-2a5d-8408-146ab1d72808_1/27_1/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0315.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0315.ply,,,,,,,
PV-0421,bath cabinet --close by--> bath cabinet,close by,proximity,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0421.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0421.ply,,,,,,,
PV-0118,scale --supported by--> floor,supported by,support_contact,local_dataset/qwen_vl_crops/full_validation/7747a510-9431-24e8-8705-907ee78be2a2_2/49_1/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0118.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0118.ply,,,,,,,
PV-0254,commode --higher than--> shelf,higher than,relative_vertical,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0254.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0254.ply,,,,,,,
PV-0372,floor --lying on--> dining chair,lying on,support_contact,local_dataset/qwen_vl_crops/full_validation/e61b0e02-bada-2f31-82d0-80fc5c70bd6f_7/1_39/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0372.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0372.ply,,,,,,,
PV-0377,cabinet --supported by--> chair,supported by,support_contact,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0377.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0377.ply,,,,,,,
PV-0125,wall --close by--> toilet,close by,proximity,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0125.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0125.ply,,,,,,,
PV-0303,plant --lower than--> wall,lower than,relative_vertical,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0303.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0303.ply,,,,,,,
PV-0476,lamp --higher than--> box,higher than,relative_vertical,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0476.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0476.ply,,,,,,,
PV-0029,plant --higher than--> plant,higher than,relative_vertical,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0029.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0029.ply,,,,,,,
PV-0216,kitchen cabinet --standing on--> kitchen cabinet,standing on,support_contact,local_dataset/qwen_vl_crops/full_validation/4a9a43d4-7736-2874-87a6-0c3089281af8_3/11_14/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0216.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0216.ply,,,,,,,
PV-0328,door --supported by--> wall,supported by,support_contact,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0328.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0328.ply,,,,,,,
PV-0285,wall --close by--> floor,close by,proximity,local_dataset/qwen_vl_crops/full_validation/5341b7e3-8a66-2cdd-8709-66a2159f0017_1/12_1/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0285.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0285.ply,,,,,,,
PV-0102,cabinet --lower than--> shelf,lower than,relative_vertical,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0102.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0102.ply,,,,,,,
PV-0323,sink --standing on--> floor,standing on,support_contact,local_dataset/qwen_vl_crops/full_validation/787ed58c-9d98-2c97-83b9-b48a609ace15_3/3_14/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0323.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0323.ply,,,,,,,
PV-0170,wall --higher than--> floor,higher than,relative_vertical,local_dataset/qwen_vl_crops/full_validation/5341b7e3-8a66-2cdd-8709-66a2159f0017_3/16_1/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0170.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0170.ply,,,,,,,
PV-0111,curtain --lying on--> floor,lying on,support_contact,local_dataset/qwen_vl_crops/full_validation/0cac75de-8d6f-2d13-8e1a-b574569c3885_5/9_1/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0111.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0111.ply,,,,,,,
PV-0272,wall --higher than--> floor,higher than,relative_vertical,local_dataset/qwen_vl_crops/full_validation/4d3d82b0-8cf4-2e04-80a8-c955ea964c2f_3/9_1/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0272.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0272.ply,,,,,,,
PV-0010,jar --standing on--> stove,standing on,support_contact,local_dataset/qwen_vl_crops/full_validation/4a9a43d2-7736-2874-874d-d0fad0570e19_2/48_47/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0010.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0010.ply,,,,,,,
PV-0477,stove --higher than--> ceiling,higher than,relative_vertical,local_dataset/qwen_vl_crops/full_validation/38770ca5-86d7-27b8-871c-57fdbfe87905_6/76_8/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0477.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0477.ply,,,,,,,
PV-0440,pillow --higher than--> item,higher than,relative_vertical,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0440.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0440.ply,,,,,,,
PV-0155,armchair --lying on--> floor,lying on,support_contact,local_dataset/qwen_vl_crops/full_validation/20c993bf-698f-29c5-8549-a69fd169c1e1_1/40_1/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0155.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0155.ply,,,,,,,
PV-0139,picture --standing on--> table,standing on,support_contact,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0139.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0139.ply,,,,,,,
PV-0343,wall --close by--> floor,close by,proximity,local_dataset/qwen_vl_crops/full_validation/38770ca5-86d7-27b8-871c-57fdbfe87905_8/42_1/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0343.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0343.ply,,,,,,,
PV-0117,wall --higher than--> floor,higher than,relative_vertical,local_dataset/qwen_vl_crops/full_validation/9766cbe5-6321-2e2f-8040-4e5b7a5d8ba1_3/25_1/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0117.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0117.ply,,,,,,,
PV-0350,pillow --lying on--> pillow,lying on,support_contact,local_dataset/qwen_vl_crops/full_validation/f2c76ff1-2239-29d0-87f5-8a0346584384_1/39_33/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0350.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0350.ply,,,,,,,
PV-0182,backpack --lying on--> floor,lying on,support_contact,local_dataset/qwen_vl_crops/full_validation/38770ca1-86d7-27b8-8619-ab66f67d9adf_7/38_1/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0182.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0182.ply,,,,,,,
PV-0127,towel --lower than--> recycle bin,lower than,relative_vertical,local_dataset/qwen_vl_crops/full_validation/c92fb5b5-f771-2064-8570-dbe16cb33764_1/16_3/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0127.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0127.ply,,,,,,,
PV-0261,clutter --close by--> window,close by,proximity,local_dataset/qwen_vl_crops/full_validation/321c867e-a5a8-2a84-851a-818df115be05_1/12_13/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0261.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0261.ply,,,,,,,
PV-0260,floor --lower than--> bag,lower than,relative_vertical,local_dataset/qwen_vl_crops/full_validation/d7d40d4e-7a5d-2b36-97e7-34324c52ac42_2/2_10/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0260.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0260.ply,,,,,,,
PV-0026,shelf --lower than--> pot,lower than,relative_vertical,local_dataset/qwen_vl_crops/full_validation/68bae75f-3567-2f7c-829d-7422117729f3_2/11_20/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0026.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0026.ply,,,,,,,
PV-0453,desk --standing on--> drawer,standing on,support_contact,local_dataset/qwen_vl_crops/full_validation/bcb0fe04-4f39-2c70-9f03-d0eec592de24_3/8_6/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0453.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0453.ply,,,,,,,
PV-0244,door --close by--> cabinet,close by,proximity,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0244.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0244.ply,,,,,,,
PV-0319,shelf --close by--> shelf,close by,proximity,local_dataset/qwen_vl_crops/full_validation/0cac75ea-8d6f-2d13-8e50-c5faf0159e32_1/16_17/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0319.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0319.ply,,,,,,,
PV-0217,tv --lying on--> floor,lying on,support_contact,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0217.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0217.ply,,,,,,,
PV-0412,wall --close by--> wall,close by,proximity,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0412.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0412.ply,,,,,,,
PV-0005,telephone --supported by--> heater,supported by,support_contact,local_dataset/qwen_vl_crops/full_validation/9af05c68-5794-2e19-8c5a-979f448da545_4/43_14/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0005.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0005.ply,,,,,,,
PV-0152,cabinet --close by--> tv,close by,proximity,local_dataset/qwen_vl_crops/full_validation/6e67e550-1209-2cd0-8294-7cc2564cf82c_1/13_43/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0152.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0152.ply,,,,,,,
PV-0459,curtain --close by--> windowsill,close by,proximity,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0459.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0459.ply,,,,,,,
PV-0014,box --standing on--> wall,standing on,support_contact,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0014.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0014.ply,,,,,,,
PV-0146,floor --standing on--> shelf,standing on,support_contact,local_dataset/qwen_vl_crops/full_validation/41385849-a238-2435-81d0-ceb0eba4541a_1/1_59/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0146.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0146.ply,,,,,,,
PV-0286,stove --lying on--> oven,lying on,support_contact,local_dataset/qwen_vl_crops/full_validation/4a9a43d4-7736-2874-87a6-0c3089281af8_4/47_12/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0286.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0286.ply,,,,,,,
PV-0103,bookshelf --standing on--> floor,standing on,support_contact,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0103.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0103.ply,,,,,,,
PV-0451,suitcase --higher than--> paper towel,higher than,relative_vertical,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0451.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0451.ply,,,,,,,
PV-0036,wall --close by--> wall,close by,proximity,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0036.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0036.ply,,,,,,,
PV-0347,wall --close by--> towel,close by,proximity,local_dataset/qwen_vl_crops/full_validation/c92fb5b5-f771-2064-8570-dbe16cb33764_1/14_16/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0347.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0347.ply,,,,,,,
PV-0363,doorframe --standing on--> ceiling,standing on,support_contact,local_dataset/qwen_vl_crops/full_validation/38770ca1-86d7-27b8-8619-ab66f67d9adf_5/64_8/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0363.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0363.ply,,,,,,,
PV-0331,wardrobe --higher than--> desk,higher than,relative_vertical,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0331.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0331.ply,,,,,,,
PV-0339,ottoman --higher than--> cabinet,higher than,relative_vertical,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0339.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0339.ply,,,,,,,
PV-0115,kitchen cabinet --higher than--> shelf,higher than,relative_vertical,local_dataset/qwen_vl_crops/full_validation/b05fdd8a-fca0-2d4f-8ac5-f6ae697787f5_1/11_16/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0115.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0115.ply,,,,,,,
PV-0123,doorframe --standing on--> floor,standing on,support_contact,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0123.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0123.ply,,,,,,,
PV-0262,decoration --standing on--> shelf,standing on,support_contact,local_dataset/qwen_vl_crops/full_validation/8eabc461-5af7-2f32-8663-ce5a10fd97b3_2/63_59/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0262.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0262.ply,,,,,,,
PV-0296,lamp --close by--> sink,close by,proximity,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0296.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0296.ply,,,,,,,
PV-0305,object --lower than--> sink,lower than,relative_vertical,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0305.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0305.ply,,,,,,,
PV-0433,floor --lower than--> radiator,lower than,relative_vertical,local_dataset/qwen_vl_crops/full_validation/c92fb5b7-f771-2064-87a9-31c819832405_1/1_5/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0433.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0433.ply,,,,,,,
PV-0442,floor --higher than--> cushion,higher than,relative_vertical,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0442.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0442.ply,,,,,,,
PV-0230,shelf --lower than--> tv,lower than,relative_vertical,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0230.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0230.ply,,,,,,,
PV-0289,shelf --higher than--> folder,higher than,relative_vertical,local_dataset/qwen_vl_crops/full_validation/0cac761b-8d6f-2d13-8f16-23a7d73c54fe_1/4_14/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0289.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0289.ply,,,,,,,
PV-0206,coffee table --standing on--> carpet,standing on,support_contact,local_dataset/qwen_vl_crops/full_validation/6bde6083-9162-246f-8c9c-e170212059b2_1/18_2/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0206.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0206.ply,,,,,,,
PV-0140,window --lying on--> curtain,lying on,support_contact,local_dataset/qwen_vl_crops/full_validation/c2d9933d-1947-2fbf-81fa-c8a7f9625eea_1/11_10/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0140.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0140.ply,,,,,,,
PV-0039,decoration --standing on--> wall,standing on,support_contact,local_dataset/qwen_vl_crops/full_validation/75c25975-9ca2-2844-9769-84677f46d4cf_5/36_7/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0039.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0039.ply,,,,,,,
PV-0176,vase --standing on--> couch,standing on,support_contact,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0176.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0176.ply,,,,,,,
PV-0185,kitchen cabinet --close by--> wall,close by,proximity,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0185.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0185.ply,,,,,,,
PV-0424,sink --supported by--> wall,supported by,support_contact,local_dataset/qwen_vl_crops/full_validation/1d234024-e280-2b1a-8c28-2743fefed020_1/3_16/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0424.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0424.ply,,,,,,,
PV-0173,floor --higher than--> cushion,higher than,relative_vertical,local_dataset/qwen_vl_crops/full_validation/ddc73797-765b-241a-9e2c-097c5989baf6_4/1_101/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0173.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0173.ply,,,,,,,
PV-0218,wall --higher than--> curtain,higher than,relative_vertical,local_dataset/qwen_vl_crops/full_validation/38770ca5-86d7-27b8-871c-57fdbfe87905_2/30_29/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0218.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0218.ply,,,,,,,
PV-0288,couch --lower than--> floor,lower than,relative_vertical,local_dataset/qwen_vl_crops/full_validation/f2c76feb-2239-29d0-8418-72b6051fc144_3/30_1/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0288.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0288.ply,,,,,,,
PV-0395,floor --higher than--> shelf,higher than,relative_vertical,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0395.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0395.ply,,,,,,,
PV-0205,doorframe --standing on--> wall,standing on,support_contact,local_dataset/qwen_vl_crops/full_validation/1d233fe6-e280-2b1a-8caf-eb0d13a59ad6_2/16_4/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0205.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0205.ply,,,,,,,
PV-0057,floor --higher than--> oven,higher than,relative_vertical,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0057.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0057.ply,,,,,,,
PV-0159,object --lying on--> wall,lying on,support_contact,local_dataset/qwen_vl_crops/full_validation/41385849-a238-2435-81d0-ceb0eba4541a_2/73_39/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0159.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0159.ply,,,,,,,
PV-0211,floor --supported by--> table,supported by,support_contact,local_dataset/qwen_vl_crops/full_validation/38770ca1-86d7-27b8-8619-ab66f67d9adf_6/1_2/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0211.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0211.ply,,,,,,,
PV-0428,clutter --close by--> floor,close by,proximity,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0428.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0428.ply,,,,,,,
PV-0407,wall --supported by--> tv stand,supported by,support_contact,local_dataset/qwen_vl_crops/full_validation/68bae75f-3567-2f7c-829d-7422117729f3_2/2_9/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0407.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0407.ply,,,,,,,
PV-0423,plant --higher than--> carpet,higher than,relative_vertical,local_dataset/qwen_vl_crops/full_validation/6bde607b-9162-246f-8e65-76e3ef265504_2/6_2/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0423.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0423.ply,,,,,,,
PV-0454,ceiling --supported by--> window,supported by,support_contact,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0454.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0454.ply,,,,,,,
PV-0258,plant --close by--> window,close by,proximity,local_dataset/qwen_vl_crops/full_validation/280d8ebb-6cc6-2788-9153-98959a2da801_1/48_13/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0258.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0258.ply,,,,,,,
PV-0349,cabinet --lower than--> wall,lower than,relative_vertical,local_dataset/qwen_vl_crops/full_validation/f2c76fe7-2239-29d0-84f5-144c30fd7451_3/22_26/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0349.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0349.ply,,,,,,,
PV-0365,couch --higher than--> table,higher than,relative_vertical,local_dataset/qwen_vl_crops/full_validation/d04eb40f-1d53-27ea-8a41-47892bde7017_2/30_31/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0365.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0365.ply,,,,,,,
PV-0353,plant --standing on--> floor,standing on,support_contact,local_dataset/qwen_vl_crops/full_validation/38770ca1-86d7-27b8-8619-ab66f67d9adf_6/88_1/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0353.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0353.ply,,,,,,,
PV-0471,box --higher than--> kitchen counter,higher than,relative_vertical,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0471.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0471.ply,,,,,,,
PV-0090,clock --higher than--> ceiling,higher than,relative_vertical,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0090.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0090.ply,,,,,,,
PV-0074,curtain --close by--> ceiling,close by,proximity,local_dataset/qwen_vl_crops/full_validation/38770ca1-86d7-27b8-8619-ab66f67d9adf_5/29_8/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0074.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0074.ply,,,,,,,
PV-0416,cabinet --close by--> cushion,close by,proximity,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0416.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0416.ply,,,,,,,
PV-0075,clutter --lying on--> wall,lying on,support_contact,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0075.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0075.ply,,,,,,,
PV-0367,bench --close by--> table,close by,proximity,local_dataset/qwen_vl_crops/full_validation/ddc73797-765b-241a-9e2c-097c5989baf6_1/10_9/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0367.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0367.ply,,,,,,,
PV-0275,sink --lower than--> wall,lower than,relative_vertical,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0275.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0275.ply,,,,,,,
PV-0006,coffee table --close by--> plant,close by,proximity,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0006.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0006.ply,,,,,,,
PV-0292,side table --close by--> stool,close by,proximity,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0292.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0292.ply,,,,,,,
PV-0297,floor --standing on--> shower curtain,standing on,support_contact,local_dataset/qwen_vl_crops/full_validation/c7895f7c-339c-2d13-819f-3bb0b26c91f6_4/1_27/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0297.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0297.ply,,,,,,,
PV-0055,shelf --lower than--> item,lower than,relative_vertical,local_dataset/qwen_vl_crops/full_validation/4a9a43d4-7736-2874-87a6-0c3089281af8_1/10_60/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0055.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0055.ply,,,,,,,
PV-0079,frame --higher than--> shelf,higher than,relative_vertical,local_dataset/qwen_vl_crops/full_validation/280d8ebb-6cc6-2788-9153-98959a2da801_1/52_33/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0079.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0079.ply,,,,,,,
PV-0334,wall --higher than--> sink,higher than,relative_vertical,local_dataset/qwen_vl_crops/full_validation/9766cbf5-6321-2e2f-8131-78c4e204635d_1/27_13/pair_view_000.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0334.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0334.ply,,,,,,,
PV-0007,lamp --lower than--> toilet paper dispenser,lower than,relative_vertical,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0007.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0007.ply,,,,,,,
PV-0336,wall --higher than--> ceiling,higher than,relative_vertical,,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0336.png,local_dataset/h001_physical_validity_audit/frozen_v1/evidence/PV-0336.ply,,,,,,,
